ID,TextID,Description,Objectives,ObjectiveOperation,,
3082,MEDIUM_STEP_DAMAGE_HIGH_WITH_MISSILE,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_HIGH_WITH_MISSILE,AND,,
3083,MEDIUM_STEP_DAMAGE_HIGH_WITH_BIG_MORTAR,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_HIGH_WITH_BIG_MORTAR,AND,,
3084,MEDIUM_STEP_DAMAGE_HIGH_WITH_LARGE_AREA_MORTAR,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_HIGH_WITH_LARGE_AREA_MORTAR,AND,,
3085,MEDIUM_STEP_DAMAGE_HIGH_WITH_LONG_RANGE_MORTAR,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_HIGH_WITH_LONG_RANGE_MORTAR,AND,,
3086,MEDIUM_STEP_DAMAGE_HIGH_WITH_STANDARD_MORTAR,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_HIGH_WITH_STANDARD_MORTAR,AND,,
3087,MEDIUM_STEP_DAMAGE_HIGH_WITH_NAPALM,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_HIGH_WITH_NAPALM,AND,,
3088,MEDIUM_STEP_DAMAGE_HIGH_WITH_RAILGUN,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_HIGH_WITH_RAILGUN,AND,,
3089,MEDIUM_STEP_DAMAGE_HIGH_WITH_FAST_TORPEDO,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_HIGH_WITH_FAST_TORPEDO,AND,,
3090,MEDIUM_STEP_DAMAGE_HIGH_WITH_BIG_TORPEDO,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_HIGH_WITH_BIG_TORPEDO,AND,,
3091,MEDIUM_STEP_DAMAGE_HIGH_WITH_TRIPLE_TORPEDO,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_HIGH_WITH_TRIPLE_TORPEDO,AND,,
3092,MEDIUM_STEP_DAMAGE_VERY_HIGH_WITH_BLAST_CANNON,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_VERY_HIGH_WITH_BLAST_CANNON,AND,,
3093,MEDIUM_STEP_DAMAGE_VERY_HIGH_WITH_STANDARD_CANNON,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_VERY_HIGH_WITH_STANDARD_CANNON,AND,,
3094,MEDIUM_STEP_DAMAGE_VERY_HIGH_WITH_SNIPER_CANNON,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_VERY_HIGH_WITH_SNIPER_CANNON,AND,,
3095,MEDIUM_STEP_DAMAGE_VERY_HIGH_WITH_STANDARD_CARRONADE,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_VERY_HIGH_WITH_STANDARD_CARRONADE,AND,,
3096,MEDIUM_STEP_DAMAGE_VERY_HIGH_WITH_FIRE_BOMB,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_VERY_HIGH_WITH_FIRE_BOMB,AND,,
3097,MEDIUM_STEP_DAMAGE_VERY_HIGH_WITH_FLARE_GUN,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_VERY_HIGH_WITH_FLARE_GUN,AND,,
3098,MEDIUM_STEP_DAMAGE_VERY_HIGH_WITH_GRENADE,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_VERY_HIGH_WITH_GRENADE,AND,,
3099,MEDIUM_STEP_DAMAGE_VERY_HIGH_WITH_MINE,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_VERY_HIGH_WITH_MINE,AND,,
3100,MEDIUM_STEP_DAMAGE_VERY_HIGH_WITH_MISSILE,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_VERY_HIGH_WITH_MISSILE,AND,,
3101,MEDIUM_STEP_DAMAGE_VERY_HIGH_WITH_BIG_MORTAR,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_VERY_HIGH_WITH_BIG_MORTAR,AND,,
3102,MEDIUM_STEP_DAMAGE_VERY_HIGH_WITH_LARGE_AREA_MORTAR,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_VERY_HIGH_WITH_LARGE_AREA_MORTAR,AND,,
3103,MEDIUM_STEP_DAMAGE_VERY_HIGH_WITH_LONG_RANGE_MORTAR,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_VERY_HIGH_WITH_LONG_RANGE_MORTAR,AND,,
3104,MEDIUM_STEP_DAMAGE_VERY_HIGH_WITH_STANDARD_MORTAR,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_VERY_HIGH_WITH_STANDARD_MORTAR,AND,,
3105,MEDIUM_STEP_DAMAGE_VERY_HIGH_WITH_NAPALM,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_VERY_HIGH_WITH_NAPALM,AND,,
3106,MEDIUM_STEP_DAMAGE_VERY_HIGH_WITH_RAILGUN,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_VERY_HIGH_WITH_RAILGUN,AND,,
3107,MEDIUM_STEP_DAMAGE_VERY_HIGH_WITH_FAST_TORPEDO,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_VERY_HIGH_WITH_FAST_TORPEDO,AND,,
3108,MEDIUM_STEP_DAMAGE_VERY_HIGH_WITH_BIG_TORPEDO,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_VERY_HIGH_WITH_BIG_TORPEDO,AND,,
3109,MEDIUM_STEP_DAMAGE_VERY_HIGH_WITH_TRIPLE_TORPEDO,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_VERY_HIGH_WITH_TRIPLE_TORPEDO,AND,,
3110,MEDIUM_STEP_HEAL_3500,QUEST_STEP_HEAL,MEDIUM_OBJECTIVE_HEAL_3500,AND,,
3111,MEDIUM_STEP_HEAL_5000,QUEST_STEP_HEAL,MEDIUM_OBJECTIVE_HEAL_5000,AND,,
3112,MEDIUM_STEP_HEAL_6500,QUEST_STEP_HEAL,MEDIUM_OBJECTIVE_HEAL_6500,AND,,
3113,MEDIUM_STEP_HEAL_9000,QUEST_STEP_HEAL,MEDIUM_OBJECTIVE_HEAL_9000,AND,,
3114,MEDIUM_STEP_HEAL_11000,QUEST_STEP_HEAL,MEDIUM_OBJECTIVE_HEAL_11000,AND,,
3115,MEDIUM_STEP_DAMAGE_LOW_WITH_FIRE_BOMB,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_LOW_WITH_FIRE_BOMB,AND,,
3116,MEDIUM_STEP_DAMAGE_LOW_WITH_FLARE_GUN,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_LOW_WITH_FLARE_GUN,AND,,
3117,MEDIUM_STEP_DAMAGE_LOW_WITH_MINE,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_LOW_WITH_MINE,AND,,
3118,MEDIUM_STEP_DAMAGE_LOW_WITH_MISSILE,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_LOW_WITH_MISSILE,AND,,
3119,MEDIUM_STEP_DAMAGE_LOW_WITH_BIG_MORTAR,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_LOW_WITH_BIG_MORTAR,AND,,
3120,MEDIUM_STEP_DAMAGE_LOW_WITH_LARGE_AREA_MORTAR,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_LOW_WITH_LARGE_AREA_MORTAR,AND,,
3121,MEDIUM_STEP_DAMAGE_LOW_WITH_LONG_RANGE_MORTAR,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_LOW_WITH_LONG_RANGE_MORTAR,AND,,
3122,MEDIUM_STEP_DAMAGE_LOW_WITH_NAPALM,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_LOW_WITH_NAPALM,AND,,
3123,MEDIUM_STEP_DAMAGE_LOW_WITH_RAILGUN,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_LOW_WITH_RAILGUN,AND,,
3124,MEDIUM_STEP_DAMAGE_LOW_WITH_FAST_TORPEDO,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_LOW_WITH_FAST_TORPEDO,AND,,
3125,MEDIUM_STEP_DAMAGE_LOW_WITH_TRIPLE_TORPEDO,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_LOW_WITH_TRIPLE_TORPEDO,AND,,
3126,MEDIUM_STEP_DAMAGE_MEDIUM_WITH_RAILGUN,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_MEDIUM_WITH_RAILGUN,AND,,
3127,MEDIUM_STEP_DAMAGE_LOW_WITH_XPLO_CANNON,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_LOW_WITH_XPLO_CANNON,AND,,
3128,MEDIUM_STEP_DAMAGE_MEDIUM_WITH_XPLO_CANNON,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_MEDIUM_WITH_XPLO_CANNON,AND,,
3129,MEDIUM_STEP_DAMAGE_HIGH_WITH_XPLO_CANNON,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_HIGH_WITH_XPLO_CANNON,AND,,
3130,MEDIUM_STEP_DAMAGE_VERY_HIGH_WITH_XPLO_CANNON,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_VERY_HIGH_WITH_XPLO_CANNON,AND,,
3131,MEDIUM_STEP_KILL_3_WITH_BLAST_CANNON,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_3_WITH_BLAST_CANNON,AND,,
3132,MEDIUM_STEP_KILL_3_WITH_STANDARD_CANNON,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_3_WITH_STANDARD_CANNON,AND,,
3133,MEDIUM_STEP_KILL_3_WITH_SNIPER_CANNON,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_3_WITH_SNIPER_CANNON,AND,,
3134,MEDIUM_STEP_KILL_3_WITH_STANDARD_CARRONADE,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_3_WITH_STANDARD_CARRONADE,AND,,
3135,MEDIUM_STEP_KILL_3_WITH_FIRE_BOMB,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_3_WITH_FIRE_BOMB,AND,,
3136,MEDIUM_STEP_KILL_3_WITH_FLARE_GUN,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_3_WITH_FLARE_GUN,AND,,
3137,MEDIUM_STEP_KILL_3_WITH_GRENADE,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_3_WITH_GRENADE,AND,,
3138,MEDIUM_STEP_KILL_3_WITH_MINE,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_3_WITH_MINE,AND,,
3139,MEDIUM_STEP_KILL_3_WITH_MISSILE,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_3_WITH_MISSILE,AND,,
3140,MEDIUM_STEP_KILL_3_WITH_BIG_MORTAR,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_3_WITH_BIG_MORTAR,AND,,
3141,MEDIUM_STEP_KILL_3_WITH_LARGE_AREA_MORTAR,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_3_WITH_LARGE_AREA_MORTAR,AND,,
3142,MEDIUM_STEP_KILL_3_WITH_LONG_RANGE_MORTAR,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_3_WITH_LONG_RANGE_MORTAR,AND,,
3143,MEDIUM_STEP_KILL_3_WITH_STANDARD_MORTAR,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_3_WITH_STANDARD_MORTAR,AND,,
3144,MEDIUM_STEP_KILL_3_WITH_NAPALM,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_3_WITH_NAPALM,AND,,
3145,MEDIUM_STEP_KILL_3_WITH_RAILGUN,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_3_WITH_RAILGUN,AND,,
3146,MEDIUM_STEP_KILL_3_WITH_FAST_TORPEDO,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_3_WITH_FAST_TORPEDO,AND,,
3147,MEDIUM_STEP_KILL_3_WITH_BIG_TORPEDO,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_3_WITH_BIG_TORPEDO,AND,,
3148,MEDIUM_STEP_KILL_3_WITH_TRIPLE_TORPEDO,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_3_WITH_TRIPLE_TORPEDO,AND,,
3149,MEDIUM_STEP_KILL_2_WITH_XPLO_CANNON,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_2_WITH_XPLO_CANNON,AND,,
3150,MEDIUM_STEP_KILL_3_WITH_XPLO_CANNON,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_3_WITH_XPLO_CANNON,AND,,
3151,MEDIUM_STEP_KILL_4_WITH_XPLO_CANNON,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_4_WITH_XPLO_CANNON,AND,,
3152,MEDIUM_STEP_EARN_4_BATTLESTARS,QUEST_STEP_EARN_BATTLESTARS,MEDIUM_OBJECTIVE_EARN_4_BATTLESTARS,AND,,
3153,MEDIUM_STEP_HEAL_1500,QUEST_STEP_HEAL,MEDIUM_OBJECTIVE_HEAL_1500,AND,,
3154,MEDIUM_STEP_DAMAGE_LOW_WITH_MINIGUN,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_LOW_WITH_MINIGUN,AND,,
3155,MEDIUM_STEP_DAMAGE_MEDIUM_WITH_MINIGUN,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_MEDIUM_WITH_MINIGUN,AND,,
3156,MEDIUM_STEP_KILL_2_WITH_MINIGUN,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_2_WITH_MINIGUN,AND,,
3157,MEDIUM_STEP_DAMAGE_HIGH_WITH_MINIGUN,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_HIGH_WITH_MINIGUN,AND,,
3158,MEDIUM_STEP_KILL_3_WITH_MINIGUN,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_3_WITH_MINIGUN,AND,,
3159,MEDIUM_STEP_DAMAGE_VERY_HIGH_WITH_MINIGUN,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_VERY_HIGH_WITH_MINIGUN,AND,,
3160,MEDIUM_STEP_KILL_4_WITH_MINIGUN,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_4_WITH_MINIGUN,AND,,
4001,STEP_CLAIM_DAILIES_10,,OBJECTIVE_COMPLETE_DAILIES_10,AND,,
4002,STEP_CLAIM_DAILIES_12,,OBJECTIVE_COMPLETE_DAILIES_12,AND,,
4003,STEP_CLAIM_DAILIES_17,,OBJECTIVE_COMPLETE_DAILIES_17,AND,,
4004,STEP_CLAIM_DAILIES_3,,OBJECTIVE_COMPLETE_DAILIES_3,AND,,
4005,STEP_CLAIM_DAILIES_8,,OBJECTIVE_COMPLETE_DAILIES_8,AND,,
4006,STEP_CLAIM_DAILIES_18,,OBJECTIVE_COMPLETE_DAILIES_18,AND,,
50000,STEP_COMPLETE_DAILIES_5_HOTFIX,,OBJECTIVE_COMPLETE_DAILIES_5_HOTFIX,AND,,
50001,STEP_COMPLETE_DAILIES_15_HOTFIX,,OBJECTIVE_COMPLETE_DAILIES_15_HOTFIX,AND,,
50002,STEP_COMPLETE_DAILIES_20_HOTFIX,,OBJECTIVE_COMPLETE_DAILIES_20_HOTFIX,AND,,
5001,STEP_META1,,OBJECTIVE_META1,AND,,
5002,STEP_META2,,OBJECTIVE_META2,AND,,
5003,STEP_META3A,,OBJECTIVE_META3A,AND,,
5004,STEP_META3B,,OBJECTIVE_META3B,AND,,
5005,STEP_META3C,,OBJECTIVE_META3C,AND,,
7001,GUILD_STEP_WIN_DIFFICULTY_1,QUEST_STEP_WIN_BATTLES,GUILD_OBJECTIVE_WIN_DIFFICULTY_1,AND,,
7002,GUILD_STEP_DESTROY_SHIPS_DIFFICULTY_1,QUEST_STEP_DESTROY_SHIPS,GUILD_OBJECTIVE_DESTROY_SHIPS_DIFFICULTY_1,AND,,
7003,GUILD_STEP_DEAL_DAMAGE_DIFFICULTY_1,QUEST_STEP_DEAL_DAMAGE,GUILD_OBJECTIVE_DEAL_DAMAGE_DIFFICULTY_1,AND,,
7004,GUILD_STEP_HEAL_DIFFICULTY_1,QUEST_STEP_HEAL,GUILD_OBJECTIVE_HEAL_DIFFICULTY_1,AND,,
7005,GUILD_STEP_EARN_BATTLESTARS_DIFFICULTY_1,QUEST_STEP_EARN_BATTLESTARS,GUILD_OBJECTIVE_EARN_BATTLESTARS_DIFFICULTY_1,AND,,
7006,GUILD_STEP_SHOOTER_WIN_DIFFICULTY_1,QUEST_STEP_SHIP_WIN,GUILD_OBJECTIVE_SHOOTER_WIN_DIFFICULTY_1,AND,,
7007,GUILD_STEP_FIXER_WIN_DIFFICULTY_1,QUEST_STEP_SHIP_WIN,GUILD_OBJECTIVE_FIXER_WIN_DIFFICULTY_1,AND,,
7008,GUILD_STEP_SPEEDER_WIN_DIFFICULTY_1,QUEST_STEP_SHIP_WIN,GUILD_OBJECTIVE_SPEEDER_WIN_DIFFICULTY_1,AND,,
7009,GUILD_STEP_ENFORCER_WIN_DIFFICULTY_1,QUEST_STEP_SHIP_WIN,GUILD_OBJECTIVE_ENFORCER_WIN_DIFFICULTY_1,AND,,
7010,GUILD_STEP_DEFENDER_WIN_DIFFICULTY_1,QUEST_STEP_SHIP_WIN,GUILD_OBJECTIVE_DEFENDER_WIN_DIFFICULTY_1,AND,,
7011,GUILD_STEP_KILL_WITH_BLAST_CANNON_DIFFICULTY_1,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_BLAST_CANNON_DIFFICULTY_1,AND,,
7012,GUILD_STEP_KILL_WITH_STANDARD_CANNON_DIFFICULTY_1,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_STANDARD_CANNON_DIFFICULTY_1,AND,,
7013,GUILD_STEP_KILL_WITH_SNIPER_CANNON_DIFFICULTY_1,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_SNIPER_CANNON_DIFFICULTY_1,AND,,
7014,GUILD_STEP_KILL_WITH_STANDARD_CARRONADE_DIFFICULTY_1,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_STANDARD_CARRONADE_DIFFICULTY_1,AND,,
7015,GUILD_STEP_KILL_WITH_FIRE_BOMB_DIFFICULTY_1,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_FIRE_BOMB_DIFFICULTY_1,AND,,
7016,GUILD_STEP_KILL_WITH_FLARE_GUN_DIFFICULTY_1,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_FLARE_GUN_DIFFICULTY_1,AND,,
7017,GUILD_STEP_KILL_WITH_GRENADE_DIFFICULTY_1,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_GRENADE_DIFFICULTY_1,AND,,
7018,GUILD_STEP_KILL_WITH_MINE_DIFFICULTY_1,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_MINE_DIFFICULTY_1,AND,,
7019,GUILD_STEP_KILL_WITH_MISSILE_DIFFICULTY_1,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_MISSILE_DIFFICULTY_1,AND,,
7020,GUILD_STEP_KILL_WITH_BIG_MORTAR_DIFFICULTY_1,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_BIG_MORTAR_DIFFICULTY_1,AND,,
7021,GUILD_STEP_KILL_WITH_LARGE_AREA_MORTAR_DIFFICULTY_1,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_LARGE_AREA_MORTAR_DIFFICULTY_1,AND,,
7022,GUILD_STEP_KILL_WITH_LONG_RANGE_MORTAR_DIFFICULTY_1,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_LONG_RANGE_MORTAR_DIFFICULTY_1,AND,,
7023,GUILD_STEP_KILL_WITH_STANDARD_MORTAR_DIFFICULTY_1,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_STANDARD_MORTAR_DIFFICULTY_1,AND,,
7024,GUILD_STEP_KILL_WITH_NAPALM_DIFFICULTY_1,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_NAPALM_DIFFICULTY_1,AND,,
7025,GUILD_STEP_KILL_WITH_RAILGUN_DIFFICULTY_1,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_RAILGUN_DIFFICULTY_1,AND,,
7026,GUILD_STEP_KILL_WITH_FAST_TORPEDO_DIFFICULTY_1,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_FAST_TORPEDO_DIFFICULTY_1,AND,,
7027,GUILD_STEP_KILL_WITH_BIG_TORPEDO_DIFFICULTY_1,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_BIG_TORPEDO_DIFFICULTY_1,AND,,
7028,GUILD_STEP_KILL_WITH_TRIPLE_TORPEDO_DIFFICULTY_1,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_TRIPLE_TORPEDO_DIFFICULTY_1,AND,,
7029,GUILD_STEP_KILL_WITH_XPLO_CANNON_DIFFICULTY_1,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_XPLO_CANNON_DIFFICULTY_1,AND,,
7030,GUILD_STEP_WIN_DIFFICULTY_2,QUEST_STEP_WIN_BATTLES,GUILD_OBJECTIVE_WIN_DIFFICULTY_2,AND,,
7031,GUILD_STEP_DESTROY_SHIPS_DIFFICULTY_2,QUEST_STEP_DESTROY_SHIPS,GUILD_OBJECTIVE_DESTROY_SHIPS_DIFFICULTY_2,AND,,
7032,GUILD_STEP_DEAL_DAMAGE_DIFFICULTY_2,QUEST_STEP_DEAL_DAMAGE,GUILD_OBJECTIVE_DEAL_DAMAGE_DIFFICULTY_2,AND,,
7033,GUILD_STEP_HEAL_DIFFICULTY_2,QUEST_STEP_HEAL,GUILD_OBJECTIVE_HEAL_DIFFICULTY_2,AND,,
7034,GUILD_STEP_EARN_BATTLESTARS_DIFFICULTY_2,QUEST_STEP_EARN_BATTLESTARS,GUILD_OBJECTIVE_EARN_BATTLESTARS_DIFFICULTY_2,AND,,
7035,GUILD_STEP_SHOOTER_WIN_DIFFICULTY_2,QUEST_STEP_SHIP_WIN,GUILD_OBJECTIVE_SHOOTER_WIN_DIFFICULTY_2,AND,,
7036,GUILD_STEP_FIXER_WIN_DIFFICULTY_2,QUEST_STEP_SHIP_WIN,GUILD_OBJECTIVE_FIXER_WIN_DIFFICULTY_2,AND,,
7037,GUILD_STEP_SPEEDER_WIN_DIFFICULTY_2,QUEST_STEP_SHIP_WIN,GUILD_OBJECTIVE_SPEEDER_WIN_DIFFICULTY_2,AND,,
7038,GUILD_STEP_ENFORCER_WIN_DIFFICULTY_2,QUEST_STEP_SHIP_WIN,GUILD_OBJECTIVE_ENFORCER_WIN_DIFFICULTY_2,AND,,
7039,GUILD_STEP_DEFENDER_WIN_DIFFICULTY_2,QUEST_STEP_SHIP_WIN,GUILD_OBJECTIVE_DEFENDER_WIN_DIFFICULTY_2,AND,,
7040,GUILD_STEP_KILL_WITH_BLAST_CANNON_DIFFICULTY_2,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_BLAST_CANNON_DIFFICULTY_2,AND,,
7041,GUILD_STEP_KILL_WITH_STANDARD_CANNON_DIFFICULTY_2,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_STANDARD_CANNON_DIFFICULTY_2,AND,,
7042,GUILD_STEP_KILL_WITH_SNIPER_CANNON_DIFFICULTY_2,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_SNIPER_CANNON_DIFFICULTY_2,AND,,
7043,GUILD_STEP_KILL_WITH_STANDARD_CARRONADE_DIFFICULTY_2,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_STANDARD_CARRONADE_DIFFICULTY_2,AND,,
7044,GUILD_STEP_KILL_WITH_FIRE_BOMB_DIFFICULTY_2,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_FIRE_BOMB_DIFFICULTY_2,AND,,
7045,GUILD_STEP_KILL_WITH_FLARE_GUN_DIFFICULTY_2,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_FLARE_GUN_DIFFICULTY_2,AND,,
7046,GUILD_STEP_KILL_WITH_GRENADE_DIFFICULTY_2,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_GRENADE_DIFFICULTY_2,AND,,
7047,GUILD_STEP_KILL_WITH_MINE_DIFFICULTY_2,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_MINE_DIFFICULTY_2,AND,,
