ID,TextID,Description,Count,Trigger,Condition,ConditionValue,ConditionName,BonusCondition,BonusConditionValue,BonusMultiplier,Reward,RequiresWin,RequiresGuildFleet,GuildFleetBonus
3048,MEDIUM_OBJECTIVE_KILL_2_WITH_BIG_TORPEDO,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,2,DESTROY_SHIP,GROUP,BIG_TORPEDO,ITEM_TORPEDO,,,,,,,
3049,MEDIUM_OBJECTIVE_KILL_2_WITH_TRIPLE_TORPEDO,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,2,DESTROY_SHIP,GROUP,TRIPLE_TORPEDO,ITEM_TORPEDO_TRIPLE,,,,,,,
3050,MEDIUM_OBJECTIVE_DAMAGE_LOW_WITH_BLAST_CANNON,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,2000,DAMAGE,GROUP,BLAST_CANNON,ITEM_CANNON_BLAST,,,,,,,
3051,MEDIUM_OBJECTIVE_DAMAGE_LOW_WITH_STANDARD_CANNON,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,1500,DAMAGE,GROUP,STANDARD_CANNON,ITEM_CANNON,,,,,,,
3052,MEDIUM_OBJECTIVE_DAMAGE_LOW_WITH_SNIPER_CANNON,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,2000,DAMAGE,GROUP,SNIPER_CANNON,ITEM_CANNON_SNIPER,,,,,,,
3053,MEDIUM_OBJECTIVE_DAMAGE_LOW_WITH_STANDARD_CARRONADE,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,2000,DAMAGE,GROUP,STANDARD_CARRONADE,ITEM_CARRONADE,,,,,,,
3054,MEDIUM_OBJECTIVE_DAMAGE_LOW_WITH_GRENADE,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,2000,DAMAGE,GROUP,GRENADE,ITEM_GRENADE,,,,,,,
3055,MEDIUM_OBJECTIVE_DAMAGE_LOW_WITH_STANDARD_MORTAR,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,2000,DAMAGE,GROUP,STANDARD_MORTAR,ITEM_MORTAR,,,,,,,
3056,MEDIUM_OBJECTIVE_DAMAGE_LOW_WITH_BIG_TORPEDO,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,2500,DAMAGE,GROUP,BIG_TORPEDO,ITEM_TORPEDO,,,,,,,
3057,MEDIUM_OBJECTIVE_DAMAGE_MEDIUM_WITH_BLAST_CANNON,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,4000,DAMAGE,GROUP,BLAST_CANNON,ITEM_CANNON_BLAST,,,,,,,
3058,MEDIUM_OBJECTIVE_DAMAGE_MEDIUM_WITH_STANDARD_CANNON,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,3000,DAMAGE,GROUP,STANDARD_CANNON,ITEM_CANNON,,,,,,,
3059,MEDIUM_OBJECTIVE_DAMAGE_MEDIUM_WITH_SNIPER_CANNON,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,4000,DAMAGE,GROUP,SNIPER_CANNON,ITEM_CANNON_SNIPER,,,,,,,
3060,MEDIUM_OBJECTIVE_DAMAGE_MEDIUM_WITH_STANDARD_CARRONADE,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,4000,DAMAGE,GROUP,STANDARD_CARRONADE,ITEM_CARRONADE,,,,,,,
3061,MEDIUM_OBJECTIVE_DAMAGE_MEDIUM_WITH_FIRE_BOMB,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,4000,DAMAGE,GROUP,FIRE_BOMB,ITEM_FIRE_BOMB,,,,,,,
3062,MEDIUM_OBJECTIVE_DAMAGE_MEDIUM_WITH_FLARE_GUN,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,4000,DAMAGE,GROUP,FLARE_GUN,ITEM_FLARE_GUN,,,,,,,
3063,MEDIUM_OBJECTIVE_DAMAGE_MEDIUM_WITH_GRENADE,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,4000,DAMAGE,GROUP,GRENADE,ITEM_GRENADE,,,,,,,
3064,MEDIUM_OBJECTIVE_DAMAGE_MEDIUM_WITH_MINE,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,4000,DAMAGE,GROUP,MINE,ITEM_MINE,,,,,,,
3065,MEDIUM_OBJECTIVE_DAMAGE_MEDIUM_WITH_MISSILE,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,4000,DAMAGE,GROUP,MISSILE,ITEM_MISSILE,,,,,,,
3066,MEDIUM_OBJECTIVE_DAMAGE_MEDIUM_WITH_BIG_MORTAR,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,5000,DAMAGE,GROUP,BIG_MORTAR,ITEM_MORTAR_BIG,,,,,,,
3067,MEDIUM_OBJECTIVE_DAMAGE_MEDIUM_WITH_LARGE_AREA_MORTAR,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,3000,DAMAGE,GROUP,LARGE_AREA_MORTAR,ITEM_MORTAR_LARGE_AREA,,,,,,,
3068,MEDIUM_OBJECTIVE_DAMAGE_MEDIUM_WITH_LONG_RANGE_MORTAR,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,3500,DAMAGE,GROUP,LONG_RANGE_MORTAR,ITEM_MORTAR_LONG_RANGE,,,,,,,
3069,MEDIUM_OBJECTIVE_DAMAGE_MEDIUM_WITH_STANDARD_MORTAR,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,4000,DAMAGE,GROUP,STANDARD_MORTAR,ITEM_MORTAR,,,,,,,
3070,MEDIUM_OBJECTIVE_DAMAGE_MEDIUM_WITH_NAPALM,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,4000,DAMAGE,GROUP,NAPALM,ITEM_NAPALM,,,,,,,
3071,MEDIUM_OBJECTIVE_DAMAGE_MEDIUM_WITH_FAST_TORPEDO,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,4000,DAMAGE,GROUP,FAST_TORPEDO,ITEM_TORPEDO_FAST,,,,,,,
3072,MEDIUM_OBJECTIVE_DAMAGE_MEDIUM_WITH_BIG_TORPEDO,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,5000,DAMAGE,GROUP,BIG_TORPEDO,ITEM_TORPEDO,,,,,,,
3073,MEDIUM_OBJECTIVE_DAMAGE_MEDIUM_WITH_TRIPLE_TORPEDO,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,5000,DAMAGE,GROUP,TRIPLE_TORPEDO,ITEM_TORPEDO_TRIPLE,,,,,,,
3074,MEDIUM_OBJECTIVE_DAMAGE_HIGH_WITH_BLAST_CANNON,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,6000,DAMAGE,GROUP,BLAST_CANNON,ITEM_CANNON_BLAST,,,,,,,
3075,MEDIUM_OBJECTIVE_DAMAGE_HIGH_WITH_STANDARD_CANNON,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,4500,DAMAGE,GROUP,STANDARD_CANNON,ITEM_CANNON,,,,,,,
3076,MEDIUM_OBJECTIVE_DAMAGE_HIGH_WITH_SNIPER_CANNON,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,6000,DAMAGE,GROUP,SNIPER_CANNON,ITEM_CANNON_SNIPER,,,,,,,
3077,MEDIUM_OBJECTIVE_DAMAGE_HIGH_WITH_STANDARD_CARRONADE,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,6000,DAMAGE,GROUP,STANDARD_CARRONADE,ITEM_CARRONADE,,,,,,,
3078,MEDIUM_OBJECTIVE_DAMAGE_HIGH_WITH_FIRE_BOMB,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,6000,DAMAGE,GROUP,FIRE_BOMB,ITEM_FIRE_BOMB,,,,,,,
3079,MEDIUM_OBJECTIVE_DAMAGE_HIGH_WITH_FLARE_GUN,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,6000,DAMAGE,GROUP,FLARE_GUN,ITEM_FLARE_GUN,,,,,,,
3080,MEDIUM_OBJECTIVE_DAMAGE_HIGH_WITH_GRENADE,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,6000,DAMAGE,GROUP,GRENADE,ITEM_GRENADE,,,,,,,
3081,MEDIUM_OBJECTIVE_DAMAGE_HIGH_WITH_MINE,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,6000,DAMAGE,GROUP,MINE,ITEM_MINE,,,,,,,
3082,MEDIUM_OBJECTIVE_DAMAGE_HIGH_WITH_MISSILE,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,6000,DAMAGE,GROUP,MISSILE,ITEM_MISSILE,,,,,,,
3083,MEDIUM_OBJECTIVE_DAMAGE_HIGH_WITH_BIG_MORTAR,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,7500,DAMAGE,GROUP,BIG_MORTAR,ITEM_MORTAR_BIG,,,,,,,
3084,MEDIUM_OBJECTIVE_DAMAGE_HIGH_WITH_LARGE_AREA_MORTAR,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,5000,DAMAGE,GROUP,LARGE_AREA_MORTAR,ITEM_MORTAR_LARGE_AREA,,,,,,,
3085,MEDIUM_OBJECTIVE_DAMAGE_HIGH_WITH_LONG_RANGE_MORTAR,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,4500,DAMAGE,GROUP,LONG_RANGE_MORTAR,ITEM_MORTAR_LONG_RANGE,,,,,,,
3086,MEDIUM_OBJECTIVE_DAMAGE_HIGH_WITH_STANDARD_MORTAR,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,6000,DAMAGE,GROUP,STANDARD_MORTAR,ITEM_MORTAR,,,,,,,
3087,MEDIUM_OBJECTIVE_DAMAGE_HIGH_WITH_NAPALM,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,6000,DAMAGE,GROUP,NAPALM,ITEM_NAPALM,,,,,,,
3088,MEDIUM_OBJECTIVE_DAMAGE_HIGH_WITH_RAILGUN,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,9000,DAMAGE,GROUP,RAILGUN,ITEM_RAILGUN,,,,,,,
3089,MEDIUM_OBJECTIVE_DAMAGE_HIGH_WITH_FAST_TORPEDO,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,6000,DAMAGE,GROUP,FAST_TORPEDO,ITEM_TORPEDO_FAST,,,,,,,
3090,MEDIUM_OBJECTIVE_DAMAGE_HIGH_WITH_BIG_TORPEDO,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,7500,DAMAGE,GROUP,BIG_TORPEDO,ITEM_TORPEDO,,,,,,,
3091,MEDIUM_OBJECTIVE_DAMAGE_HIGH_WITH_TRIPLE_TORPEDO,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,7500,DAMAGE,GROUP,TRIPLE_TORPEDO,ITEM_TORPEDO_TRIPLE,,,,,,,
3092,MEDIUM_OBJECTIVE_DAMAGE_VERY_HIGH_WITH_BLAST_CANNON,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,10000,DAMAGE,GROUP,BLAST_CANNON,ITEM_CANNON_BLAST,,,,,,,
3093,MEDIUM_OBJECTIVE_DAMAGE_VERY_HIGH_WITH_STANDARD_CANNON,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,7500,DAMAGE,GROUP,STANDARD_CANNON,ITEM_CANNON,,,,,,,
3094,MEDIUM_OBJECTIVE_DAMAGE_VERY_HIGH_WITH_SNIPER_CANNON,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,10000,DAMAGE,GROUP,SNIPER_CANNON,ITEM_CANNON_SNIPER,,,,,,,
3095,MEDIUM_OBJECTIVE_DAMAGE_VERY_HIGH_WITH_STANDARD_CARRONADE,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,10000,DAMAGE,GROUP,STANDARD_CARRONADE,ITEM_CARRONADE,,,,,,,
3096,MEDIUM_OBJECTIVE_DAMAGE_VERY_HIGH_WITH_FIRE_BOMB,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,10000,DAMAGE,GROUP,FIRE_BOMB,ITEM_FIRE_BOMB,,,,,,,
3097,MEDIUM_OBJECTIVE_DAMAGE_VERY_HIGH_WITH_FLARE_GUN,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,10000,DAMAGE,GROUP,FLARE_GUN,ITEM_FLARE_GUN,,,,,,,
3098,MEDIUM_OBJECTIVE_DAMAGE_VERY_HIGH_WITH_GRENADE,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,10000,DAMAGE,GROUP,GRENADE,ITEM_GRENADE,,,,,,,
3099,MEDIUM_OBJECTIVE_DAMAGE_VERY_HIGH_WITH_MINE,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,10000,DAMAGE,GROUP,MINE,ITEM_MINE,,,,,,,
3100,MEDIUM_OBJECTIVE_DAMAGE_VERY_HIGH_WITH_MISSILE,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,10000,DAMAGE,GROUP,MISSILE,ITEM_MISSILE,,,,,,,
3101,MEDIUM_OBJECTIVE_DAMAGE_VERY_HIGH_WITH_BIG_MORTAR,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,12500,DAMAGE,GROUP,BIG_MORTAR,ITEM_MORTAR_BIG,,,,,,,
3102,MEDIUM_OBJECTIVE_DAMAGE_VERY_HIGH_WITH_LARGE_AREA_MORTAR,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,9000,DAMAGE,GROUP,LARGE_AREA_MORTAR,ITEM_MORTAR_LARGE_AREA,,,,,,,
3103,MEDIUM_OBJECTIVE_DAMAGE_VERY_HIGH_WITH_LONG_RANGE_MORTAR,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,7500,DAMAGE,GROUP,LONG_RANGE_MORTAR,ITEM_MORTAR_LONG_RANGE,,,,,,,
3104,MEDIUM_OBJECTIVE_DAMAGE_VERY_HIGH_WITH_STANDARD_MORTAR,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,10000,DAMAGE,GROUP,STANDARD_MORTAR,ITEM_MORTAR,,,,,,,
3105,MEDIUM_OBJECTIVE_DAMAGE_VERY_HIGH_WITH_NAPALM,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,10000,DAMAGE,GROUP,NAPALM,ITEM_NAPALM,,,,,,,
3106,MEDIUM_OBJECTIVE_DAMAGE_VERY_HIGH_WITH_RAILGUN,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,15000,DAMAGE,GROUP,RAILGUN,ITEM_RAILGUN,,,,,,,
3107,MEDIUM_OBJECTIVE_DAMAGE_VERY_HIGH_WITH_FAST_TORPEDO,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,10000,DAMAGE,GROUP,FAST_TORPEDO,ITEM_TORPEDO_FAST,,,,,,,
3108,MEDIUM_OBJECTIVE_DAMAGE_VERY_HIGH_WITH_BIG_TORPEDO,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,12500,DAMAGE,GROUP,BIG_TORPEDO,ITEM_TORPEDO,,,,,,,
3109,MEDIUM_OBJECTIVE_DAMAGE_VERY_HIGH_WITH_TRIPLE_TORPEDO,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,12500,DAMAGE,GROUP,TRIPLE_TORPEDO,ITEM_TORPEDO_TRIPLE,,,,,,,
3110,MEDIUM_OBJECTIVE_HEAL_3500,QUEST_OBJECTIVE_HEAL,3500,HEAL,,,,,,,,,,
3111,MEDIUM_OBJECTIVE_HEAL_5000,QUEST_OBJECTIVE_HEAL,5000,HEAL,,,,,,,,,,
3112,MEDIUM_OBJECTIVE_HEAL_6500,QUEST_OBJECTIVE_HEAL,6500,HEAL,,,,,,,,,,
3113,MEDIUM_OBJECTIVE_HEAL_9000,QUEST_OBJECTIVE_HEAL,9000,HEAL,,,,,,,,,,
3114,MEDIUM_OBJECTIVE_HEAL_11000,QUEST_OBJECTIVE_HEAL,11000,HEAL,,,,,,,,,,
3115,MEDIUM_OBJECTIVE_DAMAGE_LOW_WITH_FIRE_BOMB,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,2000,DAMAGE,GROUP,FIRE_BOMB,ITEM_FIRE_BOMB,,,,,,,
3116,MEDIUM_OBJECTIVE_DAMAGE_LOW_WITH_FLARE_GUN,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,2000,DAMAGE,GROUP,FLARE_GUN,ITEM_FLARE_GUN,,,,,,,
3117,MEDIUM_OBJECTIVE_DAMAGE_LOW_WITH_MINE,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,2000,DAMAGE,GROUP,MINE,ITEM_MINE,,,,,,,
3118,MEDIUM_OBJECTIVE_DAMAGE_LOW_WITH_MISSILE,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,2000,DAMAGE,GROUP,MISSILE,ITEM_MISSILE,,,,,,,
3119,MEDIUM_OBJECTIVE_DAMAGE_LOW_WITH_BIG_MORTAR,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,2500,DAMAGE,GROUP,BIG_MORTAR,ITEM_MORTAR_BIG,,,,,,,
3120,MEDIUM_OBJECTIVE_DAMAGE_LOW_WITH_LARGE_AREA_MORTAR,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,1500,DAMAGE,GROUP,LARGE_AREA_MORTAR,ITEM_MORTAR_LARGE_AREA,,,,,,,
3121,MEDIUM_OBJECTIVE_DAMAGE_LOW_WITH_LONG_RANGE_MORTAR,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,1500,DAMAGE,GROUP,LONG_RANGE_MORTAR,ITEM_MORTAR_LONG_RANGE,,,,,,,
3122,MEDIUM_OBJECTIVE_DAMAGE_LOW_WITH_NAPALM,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,2000,DAMAGE,GROUP,NAPALM,ITEM_NAPALM,,,,,,,
3123,MEDIUM_OBJECTIVE_DAMAGE_LOW_WITH_RAILGUN,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,3000,DAMAGE,GROUP,RAILGUN,ITEM_RAILGUN,,,,,,,
3124,MEDIUM_OBJECTIVE_DAMAGE_LOW_WITH_FAST_TORPEDO,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,2000,DAMAGE,GROUP,FAST_TORPEDO,ITEM_TORPEDO_FAST,,,,,,,
3125,MEDIUM_OBJECTIVE_DAMAGE_LOW_WITH_TRIPLE_TORPEDO,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,2500,DAMAGE,GROUP,TRIPLE_TORPEDO,ITEM_TORPEDO_TRIPLE,,,,,,,
3126,MEDIUM_OBJECTIVE_DAMAGE_MEDIUM_WITH_RAILGUN,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,6000,DAMAGE,GROUP,RAILGUN,ITEM_RAILGUN,,,,,,,
3127,MEDIUM_OBJECTIVE_DAMAGE_LOW_WITH_XPLO_CANNON,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,2000,DAMAGE,GROUP,XPLO_CANNON,ITEM_CANNON_EXPLOSION,,,,,,,
3128,MEDIUM_OBJECTIVE_DAMAGE_MEDIUM_WITH_XPLO_CANNON,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,4000,DAMAGE,GROUP,XPLO_CANNON,ITEM_CANNON_EXPLOSION,,,,,,,
3129,MEDIUM_OBJECTIVE_DAMAGE_HIGH_WITH_XPLO_CANNON,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,6000,DAMAGE,GROUP,XPLO_CANNON,ITEM_CANNON_EXPLOSION,,,,,,,
3130,MEDIUM_OBJECTIVE_DAMAGE_VERY_HIGH_WITH_XPLO_CANNON,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,10000,DAMAGE,GROUP,XPLO_CANNON,ITEM_CANNON_EXPLOSION,,,,,,,
3131,MEDIUM_OBJECTIVE_KILL_3_WITH_BLAST_CANNON,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,3,DESTROY_SHIP,GROUP,BLAST_CANNON,ITEM_CANNON_BLAST,,,,,,,
3132,MEDIUM_OBJECTIVE_KILL_3_WITH_STANDARD_CANNON,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,3,DESTROY_SHIP,GROUP,STANDARD_CANNON,ITEM_CANNON,,,,,,,
3133,MEDIUM_OBJECTIVE_KILL_3_WITH_SNIPER_CANNON,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,3,DESTROY_SHIP,GROUP,SNIPER_CANNON,ITEM_CANNON_SNIPER,,,,,,,
3134,MEDIUM_OBJECTIVE_KILL_3_WITH_STANDARD_CARRONADE,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,3,DESTROY_SHIP,GROUP,STANDARD_CARRONADE,ITEM_CARRONADE,,,,,,,
3135,MEDIUM_OBJECTIVE_KILL_3_WITH_FIRE_BOMB,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,3,DESTROY_SHIP,GROUP,FIRE_BOMB,ITEM_FIRE_BOMB,,,,,,,
3136,MEDIUM_OBJECTIVE_KILL_3_WITH_FLARE_GUN,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,3,DESTROY_SHIP,GROUP,FLARE_GUN,ITEM_FLARE_GUN,,,,,,,
3137,MEDIUM_OBJECTIVE_KILL_3_WITH_GRENADE,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,3,DESTROY_SHIP,GROUP,GRENADE,ITEM_GRENADE,,,,,,,
3138,MEDIUM_OBJECTIVE_KILL_3_WITH_MINE,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,3,DESTROY_SHIP,GROUP,MINE,ITEM_MINE,,,,,,,
3139,MEDIUM_OBJECTIVE_KILL_3_WITH_MISSILE,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,3,DESTROY_SHIP,GROUP,MISSILE,ITEM_MISSILE,,,,,,,
3140,MEDIUM_OBJECTIVE_KILL_3_WITH_BIG_MORTAR,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,3,DESTROY_SHIP,GROUP,BIG_MORTAR,ITEM_MORTAR_BIG,,,,,,,
3141,MEDIUM_OBJECTIVE_KILL_3_WITH_LARGE_AREA_MORTAR,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,3,DESTROY_SHIP,GROUP,LARGE_AREA_MORTAR,ITEM_MORTAR_LARGE_AREA,,,,,,,
3142,MEDIUM_OBJECTIVE_KILL_3_WITH_LONG_RANGE_MORTAR,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,3,DESTROY_SHIP,GROUP,LONG_RANGE_MORTAR,ITEM_MORTAR_LONG_RANGE,,,,,,,
3143,MEDIUM_OBJECTIVE_KILL_3_WITH_STANDARD_MORTAR,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,3,DESTROY_SHIP,GROUP,STANDARD_MORTAR,ITEM_MORTAR,,,,,,,
3144,MEDIUM_OBJECTIVE_KILL_3_WITH_NAPALM,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,3,DESTROY_SHIP,GROUP,NAPALM,ITEM_NAPALM,,,,,,,
3145,MEDIUM_OBJECTIVE_KILL_3_WITH_RAILGUN,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,3,DESTROY_SHIP,GROUP,RAILGUN,ITEM_RAILGUN,,,,,,,
3146,MEDIUM_OBJECTIVE_KILL_3_WITH_FAST_TORPEDO,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,3,DESTROY_SHIP,GROUP,FAST_TORPEDO,ITEM_TORPEDO_FAST,,,,,,,
3147,MEDIUM_OBJECTIVE_KILL_3_WITH_BIG_TORPEDO,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,3,DESTROY_SHIP,GROUP,BIG_TORPEDO,ITEM_TORPEDO,,,,,,,
3148,MEDIUM_OBJECTIVE_KILL_3_WITH_TRIPLE_TORPEDO,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,3,DESTROY_SHIP,GROUP,TRIPLE_TORPEDO,ITEM_TORPEDO_TRIPLE,,,,,,,
3149,MEDIUM_OBJECTIVE_KILL_2_WITH_XPLO_CANNON,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,2,DESTROY_SHIP,GROUP,XPLO_CANNON,ITEM_CANNON_EXPLOSION,,,,,,,
3150,MEDIUM_OBJECTIVE_KILL_3_WITH_XPLO_CANNON,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,3,DESTROY_SHIP,GROUP,XPLO_CANNON,ITEM_CANNON_EXPLOSION,,,,,,,
3151,MEDIUM_OBJECTIVE_KILL_4_WITH_XPLO_CANNON,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,4,DESTROY_SHIP,GROUP,XPLO_CANNON,ITEM_CANNON_EXPLOSION,,,,,,,
3152,MEDIUM_OBJECTIVE_EARN_4_BATTLESTARS,QUEST_OBJECTIVE_EARN_BATTLESTARS,4,EARN_BATTLE_REWARD,RESOURCE,VICTORY_TOKEN,RESOURCE_VICTORY_TOKEN,,,,,,,
3153,MEDIUM_OBJECTIVE_HEAL_1500,QUEST_OBJECTIVE_HEAL,1500,HEAL,,,,,,,,,,
3154,MEDIUM_OBJECTIVE_DAMAGE_LOW_WITH_MINIGUN,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,2000,DAMAGE,GROUP,MINIGUN,ITEM_MINIGUN,,,,,,,
3155,MEDIUM_OBJECTIVE_DAMAGE_MEDIUM_WITH_MINIGUN,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,4000,DAMAGE,GROUP,MINIGUN,ITEM_MINIGUN,,,,,,,
3156,MEDIUM_OBJECTIVE_KILL_2_WITH_MINIGUN,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,2,DESTROY_SHIP,GROUP,MINIGUN,ITEM_MINIGUN,,,,,,,
3157,MEDIUM_OBJECTIVE_DAMAGE_HIGH_WITH_MINIGUN,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,6000,DAMAGE,GROUP,MINIGUN,ITEM_MINIGUN,,,,,,,
3158,MEDIUM_OBJECTIVE_KILL_3_WITH_MINIGUN,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,3,DESTROY_SHIP,GROUP,MINIGUN,ITEM_MINIGUN,,,,,,,
3159,MEDIUM_OBJECTIVE_DAMAGE_VERY_HIGH_WITH_MINIGUN,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,10000,DAMAGE,GROUP,MINIGUN,ITEM_MINIGUN,,,,,,,
3160,MEDIUM_OBJECTIVE_KILL_4_WITH_MINIGUN,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,4,DESTROY_SHIP,GROUP,MINIGUN,ITEM_MINIGUN,,,,,,,
50000,OBJECTIVE_COMPLETE_DAILIES_15_HOTFIX,QUEST_OBJECTIVE_COMPLETE_DAILIES,10,CLAIM_QUEST_REWARD,QUEST_CATEGORY,DAILY_QUEST,,,,,,,,
50001,OBJECTIVE_COMPLETE_DAILIES_20_HOTFIX,QUEST_OBJECTIVE_COMPLETE_DAILIES,16,CLAIM_QUEST_REWARD,QUEST_CATEGORY,DAILY_QUEST,,,,,,,,
50002,OBJECTIVE_COMPLETE_DAILIES_5_HOTFIX,QUEST_OBJECTIVE_COMPLETE_DAILIES,3,CLAIM_QUEST_REWARD,QUEST_CATEGORY,DAILY_QUEST,,,,,,,,
4001,OBJECTIVE_COMPLETE_DAILIES_10,QUEST_OBJECTIVE_COMPLETE_DAILIES,10,CLAIM_QUEST_REWARD,QUEST_CATEGORY,DAILY_QUEST,,,,,,,,
4002,OBJECTIVE_COMPLETE_DAILIES_12,QUEST_OBJECTIVE_COMPLETE_DAILIES,12,CLAIM_QUEST_REWARD,QUEST_CATEGORY,DAILY_QUEST,,,,,,,,
