IDText,Level,CaptainRequirement,XP,TrainingTime,Price,Currency,Talents,AchievementID,,
CANNON_SNIPER,18,15,2400,158400,445000,SC_CREW,SKILL_SNIPER_CANNON_RANGE_M_3,,,
CANNON_SNIPER,19,15,2400,162000,470000,SC_CREW,SKILL_SNIPER_CANNON_DAMAGE_M_2,,,
CANNON_SNIPER,20,15,2500,169200,525000,SC_CREW,SKILL_SNIPER_CANNON_BONUS_BONUS_TO_BURNING_A_5,,,
CANNON_SNIPER,21,15,2600,172800,620000,SC_CREW,SKILL_SNIPER_CANNON_DAMAGE_M_2,,,
CANNON_SNIPER,22,15,2700,180000,750000,SC_CREW,SKILL_SNIPER_CANNON_PROJECTILE_SPEED_M_10,,,
CANNON_SNIPER,23,15,2900,194400,920000,SC_CREW,SKILL_SNIPER_CANNON_DAMAGE_M_10,,,
CANNON_SNIPER,24,15,3000,201600,940000,SC_CREW,SKILL_SNIPER_CANNON_RANGE_M_5,,,
CANNON_SNIPER,25,15,3100,208800,990000,SC_CREW,SKILL_SNIPER_CANNON_DAMAGE_M_10,,,
CANNON_SNIPER,26,15,3300,223200,1310000,SC_CREW,SKILL_SNIPER_CANNON_DAMAGE_M_5,,,
CANNON_SNIPER,27,15,3500,230400,1500000,SC_CREW,SKILL_SNIPER_CANNON_BONUS_BONUS_TO_BURNING_A_5,,,
CANNON_SNIPER,28,15,3600,237600,1605000,SC_CREW,SKILL_SNIPER_CANNON_DAMAGE_M_5,,,
CANNON_SNIPER,29,15,3800,252000,1695000,SC_CREW,SKILL_SNIPER_CANNON_PROJECTILE_SPEED_M_10,,,
CANNON_SNIPER,30,15,3900,259200,1850000,SC_CREW,SKILL_SNIPER_CANNON_DAMAGE_M_5,,,
CARRONADE,1,4,15,180,8500,SC_CREW,SKILL_CARRONADE_DAMAGE_M_5,,,
CARRONADE,2,4,20,600,9000,SC_CREW,SKILL_CARRONADE_RANGE_A_1,,,
CARRONADE,3,4,25,900,12500,SC_CREW,SKILL_CARRONADE_DAMAGE_M_5,,,
CARRONADE,4,5,50,3600,21500,SC_CREW,SKILL_CARRONADE_DAMAGE_M_2,,,
CARRONADE,5,6,100,7200,22500,SC_CREW,SKILL_CARRONADE_DAMAGE_M_5,,,
CARRONADE,6,7,200,14400,22500,SC_CREW,SKILL_CARRONADE_RANGE_A_1,,,
CARRONADE,7,8,300,21600,24500,SC_CREW,SKILL_CARRONADE_DAMAGE_M_5,,,
CARRONADE,8,10,600,36000,47000,SC_CREW,SKILL_CARRONADE_DAMAGE_M_2,,,
CARRONADE,9,11,700,43200,62000,SC_CREW,SKILL_CARRONADE_DAMAGE_M_5,,,
CARRONADE,10,12,800,50400,71000,SC_CREW,SKILL_CARRONADE_SHIP_SLOW,,,
CARRONADE,11,13,900,57600,74000,SC_CREW,SKILL_CARRONADE_DAMAGE_M_2,,,
CARRONADE,12,14,1000,64800,80000,SC_CREW,SKILL_CARRONADE_RANGE_A_1,,,
CARRONADE,13,15,1200,79200,132000,SC_CREW,SKILL_CARRONADE_DAMAGE_M_5,,,
CARRONADE,14,15,1300,86400,170000,SC_CREW,SKILL_CARRONADE_TURRET_JAM,,,
CARRONADE,15,15,2100,136800,196000,SC_CREW,SKILL_CARRONADE_DAMAGE_M_2,,,
CARRONADE,16,15,2100,140400,207000,SC_CREW,SKILL_CARRONADE_DAMAGE_M_5,,,
CARRONADE,17,15,2200,147600,248000,SC_CREW,SKILL_CARRONADE_BONUS_CARRONADE_SLOW_A_20,,,
CARRONADE,18,15,2300,151200,310000,SC_CREW,SKILL_CARRONADE_RANGE_A_1,,,
CARRONADE,19,15,2300,154800,385000,SC_CREW,SKILL_CARRONADE_DAMAGE_M_5,,,
CARRONADE,20,15,2400,158400,445000,SC_CREW,SKILL_CARRONADE_DAMAGE_M_5,,,
CARRONADE,21,15,2400,162000,470000,SC_CREW,SKILL_CARRONADE_DAMAGE_M_2,,,
CARRONADE,22,15,2500,169200,525000,SC_CREW,SKILL_CARRONADE_DAMAGE_M_2,,,
CARRONADE,23,15,2600,172800,620000,SC_CREW,SKILL_CARRONADE_BONUS_TURRET_JAM_A_5,,,
CARRONADE,24,15,2700,180000,750000,SC_CREW,SKILL_CARRONADE_DAMAGE_M_5,,,
CARRONADE,25,15,2800,187200,860000,SC_CREW,SKILL_CARRONADE_BONUS_CARRONADE_SLOW_A_20,,,
CARRONADE,26,15,2900,194400,920000,SC_CREW,SKILL_CARRONADE_RANGE_A_1,,,
CARRONADE,27,15,3100,208800,990000,SC_CREW,SKILL_CARRONADE_DAMAGE_M_5,,,
CARRONADE,28,15,3200,216000,1115000,SC_CREW,SKILL_CARRONADE_BONUS_TURRET_JAM_A_5,,,
CARRONADE,29,15,3300,223200,1310000,SC_CREW,SKILL_CARRONADE_DAMAGE_M_5,,,
CARRONADE,30,15,3500,230400,1500000,SC_CREW,SKILL_CARRONADE_RANGE_A_1,,,
CARRONADE,31,15,3700,244800,1645000,SC_CREW,SKILL_CARRONADE_RANGE_A_1,,,
CARRONADE,32,15,3800,252000,1695000,SC_CREW,SKILL_CARRONADE_DAMAGE_M_2,,,
CARRONADE,33,15,3900,259200,1850000,SC_CREW,SKILL_CARRONADE_BONUS_TURRET_JAM_A_10,,,
FIRE_BOMB,1,4,15,180,8500,SC_CREW,SKILL_FIRE_BOMB_DURATION_BURNING_A_1,,,
FIRE_BOMB,2,4,25,900,12500,SC_CREW,SKILL_FIRE_BOMB_DAMAGE_M_5,,,
FIRE_BOMB,3,4,40,1800,17500,SC_CREW,SKILL_FIRE_BOMB_COOLDOWN_M_5,,,
FIRE_BOMB,4,6,100,7200,22500,SC_CREW,SKILL_FIRE_BOMB_RANGE_A_1,,,
FIRE_BOMB,5,8,300,21600,24500,SC_CREW,SKILL_FIRE_BOMB_DAMAGE_M_2,,,
FIRE_BOMB,6,9,400,28800,33000,SC_CREW,SKILL_FIRE_BOMB_DAMAGE_M_2,,,
FIRE_BOMB,7,11,700,43200,62000,SC_CREW,SKILL_FIRE_BOMB_DAMAGE_M_5,,,
FIRE_BOMB,8,13,900,57600,74000,SC_CREW,SKILL_FIRE_BOMB_DURATION_BURNING_A_1,,,
FIRE_BOMB,9,15,1100,72000,98000,SC_CREW,SKILL_FIRE_BOMB_DAMAGE_M_5,,,
FIRE_BOMB,10,15,1200,79200,132000,SC_CREW,SKILL_FIRE_BOMB_DURATION_BURNING_A_1,,,
FIRE_BOMB,11,15,2100,136800,196000,SC_CREW,SKILL_FIRE_BOMB_DAMAGE_M_5,,,
FIRE_BOMB,12,15,2200,144000,216000,SC_CREW,SKILL_FIRE_BOMB_RANGE_A_2,,,
FIRE_BOMB,13,15,2200,147600,248000,SC_CREW,SKILL_FIRE_BOMB_COOLDOWN_M_5,,,
FIRE_BOMB,14,15,2300,154800,385000,SC_CREW,SKILL_FIRE_BOMB_DAMAGE_M_5,,,
FIRE_BOMB,15,15,2400,162000,470000,SC_CREW,SKILL_FIRE_BOMB_DURATION_BURNING_A_1,,,
FIRE_BOMB,16,15,2500,165600,485000,SC_CREW,SKILL_FIRE_BOMB_DAMAGE_M_5,,,
FIRE_BOMB,17,15,2600,172800,620000,SC_CREW,SKILL_FIRE_BOMB_DAMAGE_M_2,,,
FIRE_BOMB,18,15,2800,187200,860000,SC_CREW,SKILL_FIRE_BOMB_COOLDOWN_M_5,,,
FIRE_BOMB,19,15,3000,201600,940000,SC_CREW,SKILL_FIRE_BOMB_DAMAGE_M_2,,,
FIRE_BOMB,20,15,3100,208800,990000,SC_CREW,SKILL_FIRE_BOMB_DURATION_BURNING_A_1,,,
FIRE_BOMB,21,15,3300,223200,1310000,SC_CREW,SKILL_FIRE_BOMB_DAMAGE_M_5,,,
FIRE_BOMB,22,15,3600,237600,1605000,SC_CREW,SKILL_FIRE_BOMB_DAMAGE_M_2,,,
FIRE_BOMB,23,15,3700,244800,1645000,SC_CREW,SKILL_FIRE_BOMB_COOLDOWN_M_5,,,
FIRE_BOMB,24,15,3900,259200,1850000,SC_CREW,SKILL_FIRE_BOMB_DAMAGE_M_5,,,
FLARE_GUN,1,4,15,180,8500,SC_CREW,SKILL_FLARE_GUN_PROJECTILE_SPEED_M_5,,,
FLARE_GUN,2,4,20,600,9000,SC_CREW,SKILL_FLARE_GUN_DAMAGE_M_5,,,
FLARE_GUN,3,4,25,900,12500,SC_CREW,SKILL_FLARE_GUN_DURATION_M_5,,,
FLARE_GUN,4,5,50,3600,21500,SC_CREW,SKILL_FLARE_GUN_DAMAGE_M_5,,,
FLARE_GUN,5,6,100,7200,22500,SC_CREW,SKILL_FLARE_GUN_PROJECTILE_SPEED_M_5,,,
FLARE_GUN,6,7,200,14400,22500,SC_CREW,SKILL_FLARE_GUN_DURATION_M_5,,,
FLARE_GUN,7,8,300,21600,24500,SC_CREW,SKILL_FLARE_GUN_DAMAGE_M_5,,,
FLARE_GUN,8,10,600,36000,47000,SC_CREW,SKILL_FLARE_GUN_DURATION_M_5,,,
FLARE_GUN,9,11,700,43200,62000,SC_CREW,SKILL_FLARE_GUN_DAMAGE_M_5,,,
FLARE_GUN,10,12,800,50400,71000,SC_CREW,SKILL_FLARE_GUN_PROJECTILE_SPEED_M_5,,,
FLARE_GUN,11,13,900,57600,74000,SC_CREW,SKILL_FLARE_GUN_DAMAGE_M_5,,,
FLARE_GUN,12,14,1000,64800,80000,SC_CREW,SKILL_BURNING_REDUCE_HEALING_M_5,,,
FLARE_GUN,13,15,1200,79200,132000,SC_CREW,SKILL_FLARE_GUN_DURATION_M_5,,,
FLARE_GUN,14,15,1300,86400,170000,SC_CREW,SKILL_FLARE_GUN_DAMAGE_M_5,,,
FLARE_GUN,15,15,2100,136800,196000,SC_CREW,SKILL_FLARE_GUN_PROJECTILE_SPEED_M_5,,,
FLARE_GUN,16,15,2100,140400,207000,SC_CREW,SKILL_FLARE_GUN_RANGE_A_1,,,
FLARE_GUN,17,15,2200,147600,248000,SC_CREW,SKILL_BURNING_REDUCE_HEALING_M_10,,,
FLARE_GUN,18,15,2300,151200,310000,SC_CREW,SKILL_FLARE_GUN_DURATION_M_5,,,
FLARE_GUN,19,15,2300,154800,385000,SC_CREW,SKILL_FLARE_GUN_DAMAGE_M_5,,,
FLARE_GUN,20,15,2400,158400,445000,SC_CREW,SKILL_FLARE_GUN_DAMAGE_M_5,,,
FLARE_GUN,21,15,2400,162000,470000,SC_CREW,SKILL_BURNING_REDUCE_HEALING_M_15,,,
FLARE_GUN,22,15,2500,169200,525000,SC_CREW,SKILL_FLARE_GUN_DAMAGE_M_5,,,
FLARE_GUN,23,15,2600,172800,620000,SC_CREW,SKILL_FLARE_GUN_DURATION_M_5,,,
FLARE_GUN,24,15,2700,180000,750000,SC_CREW,SKILL_FLARE_GUN_PROJECTILE_SPEED_M_5,,,
FLARE_GUN,25,15,2800,187200,860000,SC_CREW,SKILL_BURNING_REDUCE_HEALING_M_20,,,
FLARE_GUN,26,15,2900,194400,920000,SC_CREW,SKILL_FLARE_GUN_RANGE_A_2,,,
FLARE_GUN,27,15,3100,208800,990000,SC_CREW,SKILL_FLARE_GUN_DAMAGE_M_5,,,
FLARE_GUN,28,15,3200,216000,1115000,SC_CREW,SKILL_BURNING_REDUCE_HEALING_M_25,,,
FLARE_GUN,29,15,3300,223200,1310000,SC_CREW,SKILL_FLARE_GUN_DURATION_M_5,,,
FLARE_GUN,30,15,3500,230400,1500000,SC_CREW,SKILL_FLARE_GUN_PROJECTILE_SPEED_M_5,,,
FLARE_GUN,31,15,3700,244800,1645000,SC_CREW,SKILL_FLARE_GUN_DAMAGE_M_2,,,
FLARE_GUN,32,15,3800,252000,1695000,SC_CREW,SKILL_BURNING_REDUCE_HEALING_M_30,,,
FLARE_GUN,33,15,3900,259200,1850000,SC_CREW,SKILL_FLARE_GUN_DAMAGE_M_5,,,
GRENADE,1,4,15,180,8500,SC_CREW,SKILL_GRENADE_DAMAGE_A_5,,,
GRENADE,2,4,20,600,9000,SC_CREW,SKILL_GRENADE_RANGE_A_1,,,
GRENADE,3,4,40,1800,17500,SC_CREW,SKILL_GRENADE_DAMAGE_A_5,,,
GRENADE,4,5,50,3600,21500,SC_CREW,SKILL_GRENADE_BONUS_GRENADE_DOT_BOOST_M_20,,,
GRENADE,5,6,100,7200,22500,SC_CREW,SKILL_GRENADE_DAMAGE_M_5,,,
GRENADE,6,8,300,21600,24500,SC_CREW,SKILL_GRENADE_DAMAGE_M_5,,,
GRENADE,7,9,400,28800,33000,SC_CREW,SKILL_GRENADE_DAMAGE_M_5,,,
GRENADE,8,10,600,36000,47000,SC_CREW,SKILL_GRENADE_RANGE_A_1,,,
GRENADE,9,12,800,50400,71000,SC_CREW,SKILL_GRENADE_DAMAGE_M_5,,,
GRENADE,10,13,900,57600,74000,SC_CREW,SKILL_GRENADE_DAMAGE_M_5,,,
GRENADE,11,14,1000,64800,80000,SC_CREW,SKILL_GRENADE_DAMAGE_M_2,,,
GRENADE,12,15,1200,79200,132000,SC_CREW,SKILL_GRENADE_PROC_RATE_GRENADE_DOT_BOOST_A_10,,,
GRENADE,13,15,1300,86400,170000,SC_CREW,SKILL_GRENADE_DAMAGE_M_5,,,
GRENADE,14,15,2100,136800,196000,SC_CREW,SKILL_GRENADE_DAMAGE_M_2,,,
GRENADE,15,15,2200,144000,216000,SC_CREW,SKILL_GRENADE_BONUS_GRENADE_DOT_BOOST_M_20,,,
GRENADE,16,15,2200,147600,248000,SC_CREW,SKILL_GRENADE_RANGE_A_2,,,
GRENADE,17,15,2300,154800,385000,SC_CREW,SKILL_GRENADE_DAMAGE_M_5,,,
GRENADE,18,15,2400,158400,445000,SC_CREW,SKILL_GRENADE_PROC_RATE_GRENADE_DOT_BOOST_A_10,,,
GRENADE,19,15,2400,162000,470000,SC_CREW,SKILL_GRENADE_DAMAGE_M_5,,,
GRENADE,20,15,2500,169200,525000,SC_CREW,SKILL_GRENADE_DAMAGE_M_5,,,
GRENADE,21,15,2600,172800,620000,SC_CREW,SKILL_GRENADE_DAMAGE_M_5,,,
GRENADE,22,15,2700,180000,750000,SC_CREW,SKILL_GRENADE_BONUS_GRENADE_DOT_BOOST_M_20,,,
GRENADE,23,15,2900,194400,920000,SC_CREW,SKILL_GRENADE_DAMAGE_M_2,,,
GRENADE,24,15,3000,201600,940000,SC_CREW,SKILL_GRENADE_RANGE_A_2,,,
GRENADE,25,15,3100,208800,990000,SC_CREW,SKILL_GRENADE_DAMAGE_M_2,,,
GRENADE,26,15,3300,223200,1310000,SC_CREW,SKILL_GRENADE_BONUS_GRENADE_DOT_BOOST_M_20,,,
GRENADE,27,15,3500,230400,1500000,SC_CREW,SKILL_GRENADE_DAMAGE_M_2,,,
GRENADE,28,15,3600,237600,1605000,SC_CREW,SKILL_GRENADE_PROC_RATE_GRENADE_DOT_BOOST_A_10,,,
GRENADE,29,15,3800,252000,1695000,SC_CREW,SKILL_GRENADE_DAMAGE_M_10,,,
GRENADE,30,15,3900,259200,1850000,SC_CREW,SKILL_GRENADE_BONUS_GRENADE_DOT_BOOST_M_20,,,
MINE,1,4,15,180,8500,SC_CREW,SKILL_MINE_DAMAGE_M_5,,,
MINE,2,4,20,600,9000,SC_CREW,SKILL_MINE_COOLDOWN_M_5,,,
MINE,3,4,40,1800,17500,SC_CREW,SKILL_MINE_DAMAGE_M_5,,,
MINE,4,5,50,3600,21500,SC_CREW,SKILL_MINE_COOLDOWN_M_5,,,
MINE,5,7,200,14400,22500,SC_CREW,SKILL_MINE_DAMAGE_M_5,,,
MINE,6,8,300,21600,24500,SC_CREW,SKILL_MINE_COOLDOWN_M_5,,,
MINE,7,10,600,36000,47000,SC_CREW,SKILL_MINE_DAMAGE_M_5,,,
MINE,8,11,700,43200,62000,SC_CREW,SKILL_MINE_COOLDOWN_M_5,,,
MINE,9,13,900,57600,74000,SC_CREW,SKILL_MINE_DAMAGE_M_5,,,
MINE,10,14,1000,64800,80000,SC_CREW,SKILL_MINE_RANGE_A_1,,,
MINE,11,15,1100,72000,98000,SC_CREW,SKILL_MINE_DAMAGE_M_5,,,
MINE,12,15,1300,86400,170000,SC_CREW,SKILL_MINE_COOLDOWN_M_5,,,
MINE,13,15,2100,136800,196000,SC_CREW,SKILL_MINE_DAMAGE_M_5,,,
MINE,14,15,2200,144000,216000,SC_CREW,SKILL_MINE_DAMAGE_M_5,,,
MINE,15,15,2200,147600,248000,SC_CREW,SKILL_MINE_DAMAGE_M_5,,,
MINE,16,15,2300,154800,385000,SC_CREW,SKILL_MINE_DAMAGE_M_5,,,
MINE,17,15,2400,158400,445000,SC_CREW,SKILL_MINE_DAMAGE_M_5,,,
MINE,18,15,2500,165600,485000,SC_CREW,SKILL_MINE_DAMAGE_M_5,,,
MINE,19,15,2500,169200,525000,SC_CREW,SKILL_MINE_DAMAGE_M_5,,,
MINE,20,15,2600,172800,620000,SC_CREW,SKILL_MINE_DAMAGE_M_5,,,
MINE,21,15,2800,187200,860000,SC_CREW,SKILL_MINE_DAMAGE_M_5,,,
MINE,22,15,2900,194400,920000,SC_CREW,SKILL_MINE_DAMAGE_M_2,,,
MINE,23,15,3100,208800,990000,SC_CREW,SKILL_MINE_DAMAGE_M_5,,,
MINE,24,15,3200,216000,1115000,SC_CREW,SKILL_MINE_DAMAGE_M_5,,,
MINE,25,15,3500,230400,1500000,SC_CREW,SKILL_MINE_RANGE_A_2,,,
MINE,26,15,3600,237600,1605000,SC_CREW,SKILL_MINE_DAMAGE_M_5,,,
MINE,27,15,3800,252000,1695000,SC_CREW,SKILL_MINE_DAMAGE_M_5,,,
MINE,28,15,3900,259200,1850000,SC_CREW,SKILL_MINE_DAMAGE_M_5,,,
MISSILE,1,4,15,180,8500,SC_CREW,SKILL_MISSILE_DAMAGE_M_5,,,
MISSILE,2,4,25,900,12500,SC_CREW,SKILL_MISSILE_RANGE_A_1,,,
MISSILE,3,4,40,1800,17500,SC_CREW,SKILL_MISSILE_COOLDOWN_M_5,,,
MISSILE,4,6,100,7200,22500,SC_CREW,SKILL_MISSILE_DAMAGE_M_5,,,
MISSILE,5,7,200,14400,22500,SC_CREW,SKILL_MISSILE_DAMAGE_M_2,,,
MISSILE,6,9,400,28800,33000,SC_CREW,SKILL_MISSILE_DAMAGE_M_5,,,
MISSILE,7,10,600,36000,47000,SC_CREW,SKILL_MISSILE_DAMAGE_M_2,,,
MISSILE,8,12,800,50400,71000,SC_CREW,SKILL_MISSILE_DAMAGE_M_5,,,
MISSILE,9,13,900,57600,74000,SC_CREW,SKILL_MISSILE_COOLDOWN_M_5,,,
MISSILE,10,15,1100,72000,98000,SC_CREW,SKILL_MISSILE_DAMAGE_M_2,,,
MISSILE,11,15,1300,86400,170000,SC_CREW,SKILL_MISSILE_DAMAGE_M_2,,,
MISSILE,12,15,2100,136800,196000,SC_CREW,SKILL_MISSILE_DAMAGE_M_5,,,
MISSILE,13,15,2200,144000,216000,SC_CREW,SKILL_MISSILE_DAMAGE_M_5,,,
MISSILE,14,15,2200,147600,248000,SC_CREW,SKILL_MISSILE_COOLDOWN_M_5,,,
MISSILE,15,15,2300,154800,385000,SC_CREW,SKILL_MISSILE_DAMAGE_M_2,,,
MISSILE,16,15,2400,158400,445000,SC_CREW,SKILL_MISSILE_DAMAGE_M_2,,,
MISSILE,17,15,2500,165600,485000,SC_CREW,SKILL_MISSILE_RANGE_A_2,,,
MISSILE,18,15,2600,172800,620000,SC_CREW,SKILL_MISSILE_DAMAGE_M_5,,,
MISSILE,19,15,2700,180000,750000,SC_CREW,SKILL_MISSILE_DAMAGE_M_2,,,
MISSILE,20,15,2900,194400,920000,SC_CREW,SKILL_MISSILE_DAMAGE_M_5,,,
MISSILE,21,15,3000,201600,940000,SC_CREW,SKILL_MISSILE_DAMAGE_M_5,,,
MISSILE,22,15,3200,216000,1115000,SC_CREW,SKILL_MISSILE_COOLDOWN_M_5,,,
MISSILE,23,15,3300,223200,1310000,SC_CREW,SKILL_MISSILE_DAMAGE_M_2,,,
MISSILE,24,15,3600,237600,1605000,SC_CREW,SKILL_MISSILE_DAMAGE_M_5,,,
MISSILE,25,15,3700,244800,1645000,SC_CREW,SKILL_MISSILE_DAMAGE_M_5,,,
MISSILE,26,15,3900,259200,1850000,SC_CREW,SKILL_MISSILE_DAMAGE_M_5,,,
MULTI_MISSILE,1,4,15,180,8500,SC_CREW,SKILL_MULTI_MISSILE_DAMAGE_M_5,,,
MULTI_MISSILE,2,4,25,900,12500,SC_CREW,SKILL_MULTI_MISSILE_RANGE_A_1,,,
MULTI_MISSILE,3,4,40,1800,17500,SC_CREW,SKILL_MULTI_MISSILE_COOLDOWN_M_5,,,
MULTI_MISSILE,4,6,100,7200,22500,SC_CREW,SKILL_MULTI_MISSILE_DAMAGE_M_5,,,
MULTI_MISSILE,5,7,200,14400,22500,SC_CREW,SKILL_MULTI_MISSILE_DAMAGE_M_2,,,
MULTI_MISSILE,6,9,400,28800,33000,SC_CREW,SKILL_MULTI_MISSILE_DAMAGE_M_5,,,
MULTI_MISSILE,7,10,600,36000,47000,SC_CREW,SKILL_MULTI_MISSILE_DAMAGE_M_2,,,
MULTI_MISSILE,8,12,800,50400,71000,SC_CREW,SKILL_MULTI_MISSILE_DAMAGE_M_5,,,
MULTI_MISSILE,9,13,900,57600,74000,SC_CREW,SKILL_MULTI_MISSILE_COOLDOWN_M_5,,,
MULTI_MISSILE,10,15,1100,72000,98000,SC_CREW,SKILL_MULTI_MISSILE_DAMAGE_M_2,,,
MULTI_MISSILE,11,15,1300,86400,170000,SC_CREW,SKILL_MULTI_MISSILE_DAMAGE_M_2,,,
MULTI_MISSILE,12,15,2100,136800,196000,SC_CREW,SKILL_MULTI_MISSILE_DAMAGE_M_5,,,
MULTI_MISSILE,13,15,2200,144000,216000,SC_CREW,SKILL_MULTI_MISSILE_DAMAGE_M_5,,,
MULTI_MISSILE,14,15,2200,147600,248000,SC_CREW,SKILL_MULTI_MISSILE_COOLDOWN_M_5,,,
MULTI_MISSILE,15,15,2300,154800,385000,SC_CREW,SKILL_MULTI_MISSILE_DAMAGE_M_2,,,
MULTI_MISSILE,16,15,2400,158400,445000,SC_CREW,SKILL_MULTI_MISSILE_DAMAGE_M_2,,,
MULTI_MISSILE,17,15,2500,165600,485000,SC_CREW,SKILL_MULTI_MISSILE_RANGE_A_2,,,
MULTI_MISSILE,18,15,2600,172800,620000,SC_CREW,SKILL_MULTI_MISSILE_DAMAGE_M_5,,,
MULTI_MISSILE,19,15,2700,180000,750000,SC_CREW,SKILL_MULTI_MISSILE_DAMAGE_M_2,,,
MULTI_MISSILE,20,15,2900,194400,920000,SC_CREW,SKILL_MULTI_MISSILE_DAMAGE_M_5,,,
MULTI_MISSILE,21,15,3000,201600,940000,SC_CREW,SKILL_MULTI_MISSILE_DAMAGE_M_5,,,
MULTI_MISSILE,22,15,3200,216000,1115000,SC_CREW,SKILL_MULTI_MISSILE_COOLDOWN_M_5,,,
MULTI_MISSILE,23,15,3300,223200,1310000,SC_CREW,SKILL_MULTI_MISSILE_DAMAGE_M_2,,,
MULTI_MISSILE,24,15,3600,237600,1605000,SC_CREW,SKILL_MULTI_MISSILE_DAMAGE_M_5,,,
MULTI_MISSILE,25,15,3700,244800,1645000,SC_CREW,SKILL_MULTI_MISSILE_DAMAGE_M_5,,,
MULTI_MISSILE,26,15,3900,259200,1850000,SC_CREW,SKILL_MULTI_MISSILE_DAMAGE_M_5,,,
MORTAR,1,4,15,180,8500,SC_CREW,SKILL_STANDARD_MORTAR_COOLDOWN_M_5,,,
MORTAR,2,4,25,900,12500,SC_CREW,SKILL_STANDARD_MORTAR_DAMAGE_A_5,,,
MORTAR,3,4,40,1800,17500,SC_CREW,SKILL_STANDARD_MORTAR_DAMAGE_M_5,,,
MORTAR,4,6,100,7200,22500,SC_CREW,SKILL_STANDARD_MORTAR_DAMAGE_A_5,,,
MORTAR,5,7,200,14400,22500,SC_CREW,SKILL_STANDARD_MORTAR_BONUS_MORTAR_TO_SLOWED_A_5,,,
MORTAR,6,9,400,28800,33000,SC_CREW,SKILL_STANDARD_MORTAR_DAMAGE_M_5,,,
MORTAR,7,10,600,36000,47000,SC_CREW,SKILL_STANDARD_MORTAR_RANGE_A_1,,,
MORTAR,8,12,800,50400,71000,SC_CREW,SKILL_STANDARD_MORTAR_DAMAGE_M_5,,,
MORTAR,9,13,900,57600,74000,SC_CREW,SKILL_STANDARD_MORTAR_BONUS_MORTAR_TO_SLOWED_A_5,,,
MORTAR,10,15,1100,72000,98000,SC_CREW,SKILL_STANDARD_MORTAR_COOLDOWN_M_5,,,
MORTAR,11,15,1200,79200,132000,SC_CREW,SKILL_STANDARD_MORTAR_DAMAGE_M_5,,,
MORTAR,12,15,2100,136800,196000,SC_CREW,SKILL_STANDARD_MORTAR_DAMAGE_M_5,,,
MORTAR,13,15,2100,140400,207000,SC_CREW,SKILL_STANDARD_MORTAR_BONUS_MORTAR_TO_SLOWED_A_5,,,
MORTAR,14,15,2200,147600,248000,SC_CREW,SKILL_STANDARD_MORTAR_DAMAGE_M_5,,,
MORTAR,15,15,2300,151200,310000,SC_CREW,SKILL_STANDARD_MORTAR_DAMAGE_M_5,,,
MORTAR,16,15,2400,158400,445000,SC_CREW,SKILL_STANDARD_MORTAR_BONUS_MORTAR_TO_SLOWED_A_5,,,
MORTAR,17,15,2400,162000,470000,SC_CREW,SKILL_STANDARD_MORTAR_DAMAGE_M_5,,,
MORTAR,18,15,2500,169200,525000,SC_CREW,SKILL_STANDARD_MORTAR_MORTAR_DIRECT_HIT_DAMAGE,,,
MORTAR,19,15,2600,172800,620000,SC_CREW,SKILL_STANDARD_MORTAR_COOLDOWN_M_5,,,
MORTAR,20,15,2800,187200,860000,SC_CREW,SKILL_STANDARD_MORTAR_DAMAGE_M_5,,,
MORTAR,21,15,2900,194400,920000,SC_CREW,SKILL_STANDARD_MORTAR_BONUS_MORTAR_TO_SLOWED_A_5,,,
MORTAR,22,15,3100,208800,990000,SC_CREW,SKILL_STANDARD_MORTAR_DAMAGE_M_5,,,
MORTAR,23,15,3200,216000,1115000,SC_CREW,SKILL_STANDARD_MORTAR_RANGE_A_2,,,
MORTAR,24,15,3500,230400,1500000,SC_CREW,SKILL_STANDARD_MORTAR_DAMAGE_M_5,,,
MORTAR,25,15,3600,237600,1605000,SC_CREW,SKILL_STANDARD_MORTAR_BONUS_MORTAR_TO_SLOWED_A_5,,,
MORTAR,26,15,3800,252000,1695000,SC_CREW,SKILL_STANDARD_MORTAR_COOLDOWN_M_5,,,
MORTAR,27,15,3900,259200,1850000,SC_CREW,SKILL_STANDARD_MORTAR_DAMAGE_M_5,,,
MORTAR_BIG,1,4,15,180,8500,SC_CREW,SKILL_BIG_MORTAR_DAMAGE_A_5,,,
MORTAR_BIG,2,4,20,600,9000,SC_CREW,SKILL_BIG_MORTAR_RANGE_A_2,,,
MORTAR_BIG,3,4,40,1800,17500,SC_CREW,SKILL_BIG_MORTAR_DAMAGE_A_5,,,
MORTAR_BIG,4,5,50,3600,21500,SC_CREW,SKILL_BIG_MORTAR_DAMAGE_M_10,,,
MORTAR_BIG,5,6,100,7200,22500,SC_CREW,SKILL_BIG_MORTAR_BONUS_MORTAR_TO_SLOWED_A_5,,,
MORTAR_BIG,6,7,200,14400,22500,SC_CREW,SKILL_BIG_MORTAR_DAMAGE_A_5,,,
MORTAR_BIG,7,9,400,28800,33000,SC_CREW,SKILL_BIG_MORTAR_DAMAGE_A_5,,,
MORTAR_BIG,8,10,600,36000,47000,SC_CREW,SKILL_BIG_MORTAR_DAMAGE_A_5,,,
MORTAR_BIG,9,11,700,43200,62000,SC_CREW,SKILL_BIG_MORTAR_BONUS_MORTAR_TO_SLOWED_A_5,,,
