ID,IDText,SkillGroupName,SkillGroup,Description,EffectGroup,Attribute,AttributeValue,AttributeOperation,AttributeValueFormat,ShowValueAsPercentage,Type,TypeID,Scope,BuffSource,BuffContributionMultiplier,,,
319,MINE_COOLDOWN_M_5,GROUP_MINE,MINE,,,COOLDOWN,-0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
320,FIRE_BOMB_COOLDOWN_M_10,ITEM_FIRE_BOMB,FIRE_BOMB,,,COOLDOWN,-0.1,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
321,EXPLOSION_CANNON_DAMAGE_M_10,ITEM_CANNON_EXPLOSION,XPLO_CANNON,,,BASE_VALUE,0.1,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
322,STANDARD_CANNON_DAMAGE_M_20,ITEM_CANNON,STANDARD_CANNON,,,BASE_VALUE,0.2,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
323,SNIPER_CANNON_DAMAGE_M_10,ITEM_CANNON_SNIPER,SNIPER_CANNON,,,BASE_VALUE,0.1,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
324,CARRONADE_DAMAGE_M_20,ITEM_CARRONADE,CARRONADE,,,BASE_VALUE,0.2,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
325,BIG_TORPEDO_DAMAGE_M_20,ITEM_TORPEDO,BIG_TORPEDO,,,BASE_VALUE,0.2,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
326,FAST_TORPEDO_DAMAGE_M_10,ITEM_TORPEDO_FAST,FAST_TORPEDO,,,BASE_VALUE,0.1,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
327,TRIPLE_TORPEDO_DAMAGE_M_10,ITEM_TORPEDO_TRIPLE,TRIPLE_TORPEDO,,,BASE_VALUE,0.1,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
328,STANDARD_MORTAR_DAMAGE_M_20,ITEM_MORTAR,STANDARD_MORTAR,,,BASE_VALUE,0.2,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
329,LONG_RANGE_MORTAR_DAMAGE_M_10,ITEM_MORTAR_LONG_RANGE,LONG_RANGE_MORTAR,,,BASE_VALUE,0.1,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
330,LARGE_AREA_MORTAR_DAMAGE_M_10,ITEM_MORTAR_LARGE_AREA,LARGE_AREA_MORTAR,,,BASE_VALUE,0.1,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
331,BIG_MORTAR_DAMAGE_M_20,ITEM_MORTAR_BIG,BIG_MORTAR,,,BASE_VALUE,0.2,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
332,GRENADE_DAMAGE_M_20,ITEM_GRENADE,GRENADE,,,BASE_VALUE,0.2,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
333,RAILGUN_DAMAGE_M_20,ITEM_RAILGUN,RAILGUN,,,BASE_VALUE,0.2,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
334,MINE_DAMAGE_M_20,ITEM_MINE,MINE,,,BASE_VALUE,0.2,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
335,FLARE_GUN_DAMAGE_M_10,ITEM_FLARE_GUN,FLARE_GUN,,,BASE_VALUE,0.1,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
336,FIRE_BOMB_DAMAGE_M_10,ITEM_FIRE_BOMB,FIRE_BOMB,,,BASE_VALUE,0.1,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
337,XPLO_CANNON_DAMAGE_M_20,ITEM_CANNON_EXPLOSION,XPLO_CANNON,,,BASE_VALUE,0.2,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
338,NITRO_EFFECT_M_10,ITEM_SPEED_NITRO,NITRO,,,BASE_VALUE,0.1,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
339,FREEZE_GUN_EFFECT_M_10,ITEM_FREEZE_GUN,FREEZE_GUN,,,BASE_VALUE,0.1,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
340,TESLA_BOLT_EFFECT_M_20,ITEM_TESLA_BOLT,TESLA_BOLT,,,BASE_VALUE,0.2,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
341,TESLA_SHIELD_HITPOINTS_M_20,ITEM_TESLA_SHIELD,TESLA_SHIELD,,,BASE_VALUE,0.2,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
342,AREA_SLOW_EFFECT_M_10,ITEM_AREA_SLOW,AREA_SLOW,,,BASE_VALUE,0.1,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
343,HEALTH_PACK_AMOUNT_M_10,ITEM_HEALTH_PACK,HEALTH_PACK,,,BASE_VALUE,0.1,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
344,SMALL_SHIELD_HITPOINTS_M_20,ITEM_SHIELD,SMALL_SHIELD,,,BASE_VALUE,0.2,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
345,RUDDER_EFFECT_M_10,ITEM_RUDDER_PASSIVE,RUDDER,,,BASE_VALUE,0.1,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
346,TURBO_EFFECT_M_20,ITEM_SPEED_PASSIVE,TURBO,,,BASE_VALUE,0.2,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
347,LUBE_EFFECT_M_20,ITEM_GEAR_LUBE,LUBE,,,BASE_VALUE,0.2,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
348,REGEN_HEALING_M_10,ITEM_REGEN,REGEN,,,BASE_VALUE,0.1,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
349,BIG_SHIELD_HITPOINTS_M_10,ITEM_SHIELD_BIG,BIG_SHIELD,,,BASE_VALUE,0.1,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
350,LONG_RANGE_HEAL_AMOUNT_M_10,ITEM_LONG_RANGE_HEAL,HEALTH_SHOT,,,BASE_VALUE,0.1,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
351,LONG_RANGE_HEAL_COOLDOWN_M_10,ITEM_LONG_RANGE_HEAL,HEALTH_SHOT,,,COOLDOWN,-0.1,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
352,LONG_RANGE_HEAL_DISABLE_STUN,ITEM_LONG_RANGE_HEAL,HEALTH_SHOT,,,,,,,,EFFECT,TESLA_STUN_HEAL_REMOVE,SELF,,,,,
353,LONG_RANGE_HEAL_DISABLE_FROST,ITEM_LONG_RANGE_HEAL,HEALTH_SHOT,,,,,,,,EFFECT,FROST_HEAL_REMOVE,SELF,,,,,
354,SPEED_SHIP_HITPOINTS_M_3,GROUP_SPEED_SHIP,SPEED_SHIP,,,HIT_POINTS,0.03,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
355,SPEED_SHIP_HITPOINTS_M_4,GROUP_SPEED_SHIP,SPEED_SHIP,,,HIT_POINTS,0.04,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
356,LONG_RANGE_HEAL_DISABLE_STUN_HEAL_BLOCK,ITEM_LONG_RANGE_HEAL,HEALTH_SHOT,,,,,,,,EFFECT,TESLA_HEAL_DISABLE_HEAL_REMOVE,SELF,,,,,
357,LONG_RANGE_HEAL_DISABLE_FROST_HEAL_REDUCTION,ITEM_LONG_RANGE_HEAL,HEALTH_SHOT,,,,,,,,EFFECT,TESLA_HEAL_DISABLE_FROST_REDUCTION,SELF,,,,,
358,PERK_CANNON_DAMAGE_R2,GROUP_CANNON,CANNON,PERK_DESC_DAMAGE,,BASE_VALUE,0.03,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
359,PERK_CANNON_DAMAGE_R3,GROUP_CANNON,CANNON,PERK_DESC_DAMAGE,,BASE_VALUE,0.06,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
360,PERK_CANNON_DAMAGE_R4,GROUP_CANNON,CANNON,PERK_DESC_DAMAGE,,BASE_VALUE,0.08,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
361,PERK_CANNON_DAMAGE_R5,GROUP_CANNON,CANNON,PERK_DESC_DAMAGE,,BASE_VALUE,0.1,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
362,PERK_ITEM_RANGE_R2,GROUP_ALL_ITEMS,ACTIVE_ITEM,PERK_DESC_RANGE_PERCENTAGE,,MAX_RANGE,0.05,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
363,PERK_ITEM_RANGE_R3,GROUP_ALL_ITEMS,ACTIVE_ITEM,PERK_DESC_RANGE_PERCENTAGE,,MAX_RANGE,0.08,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
364,PERK_ITEM_RANGE_R4,GROUP_ALL_ITEMS,ACTIVE_ITEM,PERK_DESC_RANGE_PERCENTAGE,,MAX_RANGE,0.1,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
365,PERK_ITEM_RANGE_R5,GROUP_ALL_ITEMS,ACTIVE_ITEM,PERK_DESC_RANGE_PERCENTAGE,,MAX_RANGE,0.12,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
366,PERK_CANNON_COOLDOWN_R2,GROUP_CANNON,CANNON,PERK_DESC_COOLDOWN,,COOLDOWN,-0.015,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
367,PERK_CANNON_COOLDOWN_R3,GROUP_CANNON,CANNON,PERK_DESC_COOLDOWN,,COOLDOWN,-0.02,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
368,PERK_CANNON_COOLDOWN_R4,GROUP_CANNON,CANNON,PERK_DESC_COOLDOWN,,COOLDOWN,-0.025,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
369,PERK_CANNON_COOLDOWN_R5,GROUP_CANNON,CANNON,PERK_DESC_COOLDOWN,,COOLDOWN,-0.035,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
370,PERK_CANNON_CRIT_R2,GROUP_CANNON,CANNON,PERK_DESC_CRIT_CHANCE,CRIT,PROC_RATE,0.015,ADDITIVE,,-1,STAT,,THIS_ITEM,,,,,
371,PERK_CANNON_CRIT_R3,GROUP_CANNON,CANNON,PERK_DESC_CRIT_CHANCE,CRIT,PROC_RATE,0.03,ADDITIVE,,-1,STAT,,THIS_ITEM,,,,,
372,PERK_CANNON_CRIT_R4,GROUP_CANNON,CANNON,PERK_DESC_CRIT_CHANCE,CRIT,PROC_RATE,0.045,ADDITIVE,,-1,STAT,,THIS_ITEM,,,,,
373,PERK_CANNON_CRIT_R5,GROUP_CANNON,CANNON,PERK_DESC_CRIT_CHANCE,CRIT,PROC_RATE,0.06,ADDITIVE,,-1,STAT,,THIS_ITEM,,,,,
374,PERK_SHIELD_HITPOINTS_R2,GROUP_SHIELD,SHIELD,PERK_DESC_SHIELD_HITPOINTS_ADD,,BASE_VALUE,50,ADDITIVE,,0,STAT,,THIS_ITEM,,,,,
375,PERK_SHIELD_HITPOINTS_R3,GROUP_SHIELD,SHIELD,PERK_DESC_SHIELD_HITPOINTS_ADD,,BASE_VALUE,100,ADDITIVE,,0,STAT,,THIS_ITEM,,,,,
376,PERK_SHIELD_HITPOINTS_R4,GROUP_SHIELD,SHIELD,PERK_DESC_SHIELD_HITPOINTS_ADD,,BASE_VALUE,150,ADDITIVE,,0,STAT,,THIS_ITEM,,,,,
377,PERK_SHIELD_HITPOINTS_R5,GROUP_SHIELD,SHIELD,PERK_DESC_SHIELD_HITPOINTS_ADD,,BASE_VALUE,200,ADDITIVE,,0,STAT,,THIS_ITEM,,,,,
378,PERK_RUDDER_AGILITY_R2,ITEM_RUDDER_PASSIVE,RUDDER,PERK_DESC_SHIP_AGILITY_RUDDER,,BASE_VALUE,0.1,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
379,PERK_RUDDER_AGILITY_R3,ITEM_RUDDER_PASSIVE,RUDDER,PERK_DESC_SHIP_AGILITY_RUDDER,,BASE_VALUE,0.15,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
380,PERK_RUDDER_AGILITY_R4,ITEM_RUDDER_PASSIVE,RUDDER,PERK_DESC_SHIP_AGILITY_RUDDER,,BASE_VALUE,0.2,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
381,PERK_RUDDER_AGILITY_R5,ITEM_RUDDER_PASSIVE,RUDDER,PERK_DESC_SHIP_AGILITY_RUDDER,,BASE_VALUE,0.25,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
382,PERK_CANNON_DAMAGE_ADD_R2,GROUP_CANNON,CANNON,PERK_DESC_DAMAGE_ADD,,BASE_VALUE,10,ADDITIVE,,0,STAT,,THIS_ITEM,,,,,
383,PERK_CANNON_DAMAGE_ADD_R3,GROUP_CANNON,CANNON,PERK_DESC_DAMAGE_ADD,,BASE_VALUE,20,ADDITIVE,,0,STAT,,THIS_ITEM,,,,,
384,PERK_CANNON_DAMAGE_ADD_R4,GROUP_CANNON,CANNON,PERK_DESC_DAMAGE_ADD,,BASE_VALUE,35,ADDITIVE,,0,STAT,,THIS_ITEM,,,,,
385,PERK_CANNON_DAMAGE_ADD_R5,GROUP_CANNON,CANNON,PERK_DESC_DAMAGE_ADD,,BASE_VALUE,50,ADDITIVE,,0,STAT,,THIS_ITEM,,,,,
386,PERK_ITEM_COOLDOWN_R3,GROUP_ALL_ITEMS,ACTIVE_ITEM,PERK_DESC_COOLDOWN,,COOLDOWN,-0.015,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
387,PERK_ITEM_COOLDOWN_R4,GROUP_ALL_ITEMS,ACTIVE_ITEM,PERK_DESC_COOLDOWN,,COOLDOWN,-0.02,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
388,PERK_ITEM_COOLDOWN_R5,GROUP_ALL_ITEMS,ACTIVE_ITEM,PERK_DESC_COOLDOWN,,COOLDOWN,-0.025,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
389,PERK_CARRONADE_PROJECTILE_R5,ITEM_CARRONADE,CARRONADE,PERK_DESC_PROJECTILE,,PROJECTILE_COUNT,1,ADDITIVE,,0,STAT,,THIS_ITEM,,,,,
390,PERK_CARRONADE_DAMAGE_ADD_R2,ITEM_CARRONADE,CARRONADE,PERK_DESC_DAMAGE_ADD,,BASE_VALUE,3,ADDITIVE,,0,STAT,,THIS_ITEM,,,,,
391,PERK_CARRONADE_DAMAGE_ADD_R3,ITEM_CARRONADE,CARRONADE,PERK_DESC_DAMAGE_ADD,,BASE_VALUE,6,ADDITIVE,,0,STAT,,THIS_ITEM,,,,,
392,PERK_CARRONADE_DAMAGE_ADD_R4,ITEM_CARRONADE,CARRONADE,PERK_DESC_DAMAGE_ADD,,BASE_VALUE,9,ADDITIVE,,0,STAT,,THIS_ITEM,,,,,
393,PERK_CARRONADE_DAMAGE_ADD_R5,ITEM_CARRONADE,CARRONADE,PERK_DESC_DAMAGE_ADD,,BASE_VALUE,12,ADDITIVE,,0,STAT,,THIS_ITEM,,,,,
394,PERK_WEAPON_DAMAGE_R2,GROUP_DAMAGE_ITEMS,WEAPON,PERK_DESC_DAMAGE_TO_ALL,,BASE_VALUE,0.005,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
395,PERK_WEAPON_DAMAGE_R3,GROUP_DAMAGE_ITEMS,WEAPON,PERK_DESC_DAMAGE_TO_ALL,,BASE_VALUE,0.01,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
396,PERK_WEAPON_DAMAGE_R4,GROUP_DAMAGE_ITEMS,WEAPON,PERK_DESC_DAMAGE_TO_ALL,,BASE_VALUE,0.015,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
397,PERK_WEAPON_DAMAGE_R5,GROUP_DAMAGE_ITEMS,WEAPON,PERK_DESC_DAMAGE_TO_ALL,,BASE_VALUE,0.02,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
398,PERK_SHIELD_DEFENCE_R2,GROUP_SHIELD,SHIP,PERK_DESC_SHIELD_DEFENCE,,DEFENCE,5,ADDITIVE,,0,STAT,,SELF,,,,,
399,PERK_SHIELD_DEFENCE_R3,GROUP_SHIELD,SHIP,PERK_DESC_SHIELD_DEFENCE,,DEFENCE,7,ADDITIVE,,0,STAT,,SELF,,,,,
400,PERK_SHIELD_DEFENCE_R4,GROUP_SHIELD,SHIP,PERK_DESC_SHIELD_DEFENCE,,DEFENCE,9,ADDITIVE,,0,STAT,,SELF,,,,,
401,PERK_SHIELD_DEFENCE_R5,GROUP_SHIELD,SHIP,PERK_DESC_SHIELD_DEFENCE,,DEFENCE,12,ADDITIVE,,0,STAT,,SELF,,,,,
402,PERK_RAILGUN_COOLDOWN_R2,ITEM_RAILGUN,RAILGUN,PERK_DESC_COOLDOWN,,COOLDOWN,-0.025,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
403,PERK_RAILGUN_COOLDOWN_R3,ITEM_RAILGUN,RAILGUN,PERK_DESC_COOLDOWN,,COOLDOWN,-0.03,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
404,PERK_RAILGUN_COOLDOWN_R4,ITEM_RAILGUN,RAILGUN,PERK_DESC_COOLDOWN,,COOLDOWN,-0.04,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
405,PERK_RAILGUN_COOLDOWN_R5,ITEM_RAILGUN,RAILGUN,PERK_DESC_COOLDOWN,,COOLDOWN,-0.05,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
406,PERK_RAILGUN_DAMAGE_R2,ITEM_RAILGUN,RAILGUN,PERK_DESC_DAMAGE,,BASE_VALUE,0.03,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
407,PERK_RAILGUN_DAMAGE_R3,ITEM_RAILGUN,RAILGUN,PERK_DESC_DAMAGE,,BASE_VALUE,0.05,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
408,PERK_RAILGUN_DAMAGE_R4,ITEM_RAILGUN,RAILGUN,PERK_DESC_DAMAGE,,BASE_VALUE,0.08,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
409,PERK_RAILGUN_DAMAGE_R5,ITEM_RAILGUN,RAILGUN,PERK_DESC_DAMAGE,,BASE_VALUE,0.1,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
410,PERK_OVERBOOST_DURATION_R2,ITEM_SPEED_OVERBOOST,OVERBOOST,PERK_DESC_DURATION_SPEED,OVERBOOST,DURATION,0.25,ADDITIVE,,0,STAT,,THIS_ITEM,,,,,
411,PERK_OVERBOOST_DURATION_R3,ITEM_SPEED_OVERBOOST,OVERBOOST,PERK_DESC_DURATION_SPEED,OVERBOOST,DURATION,0.5,ADDITIVE,,0,STAT,,THIS_ITEM,,,,,
412,PERK_OVERBOOST_DURATION_R4,ITEM_SPEED_OVERBOOST,OVERBOOST,PERK_DESC_DURATION_SPEED,OVERBOOST,DURATION,0.75,ADDITIVE,,0,STAT,,THIS_ITEM,,,,,
413,PERK_OVERBOOST_DURATION_R5,ITEM_SPEED_OVERBOOST,OVERBOOST,PERK_DESC_DURATION_SPEED,OVERBOOST,DURATION,1,ADDITIVE,,0,STAT,,THIS_ITEM,,,,,
414,PERK_SHIP_HITPOINTS_R2,GROUP_ALL_ITEMS,SHIP,PERK_DESC_SHIP_HITPOINTS,,HIT_POINTS,20,ADDITIVE,,0,STAT,,SELF,,,,,
415,PERK_SHIP_HITPOINTS_R3,GROUP_ALL_ITEMS,SHIP,PERK_DESC_SHIP_HITPOINTS,,HIT_POINTS,40,ADDITIVE,,0,STAT,,SELF,,,,,
416,PERK_SHIP_HITPOINTS_R4,GROUP_ALL_ITEMS,SHIP,PERK_DESC_SHIP_HITPOINTS,,HIT_POINTS,60,ADDITIVE,,0,STAT,,SELF,,,,,
417,PERK_SHIP_HITPOINTS_R5,GROUP_ALL_ITEMS,SHIP,PERK_DESC_SHIP_HITPOINTS,,HIT_POINTS,80,ADDITIVE,,0,STAT,,SELF,,,,,
418,PERK_SPEED_PASSIVE_VALUE_R2,ITEM_SPEED_PASSIVE,SPEED,PERK_DESC_SPEED_PASSIVE,,BASE_VALUE,0.1,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
419,PERK_SPEED_PASSIVE_VALUE_R3,ITEM_SPEED_PASSIVE,SPEED,PERK_DESC_SPEED_PASSIVE,,BASE_VALUE,0.15,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
420,PERK_SPEED_PASSIVE_VALUE_R4,ITEM_SPEED_PASSIVE,SPEED,PERK_DESC_SPEED_PASSIVE,,BASE_VALUE,0.2,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
421,PERK_SPEED_PASSIVE_VALUE_R5,ITEM_SPEED_PASSIVE,SPEED,PERK_DESC_SPEED_PASSIVE,,BASE_VALUE,0.25,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
422,PERK_TESLA_STUN_DURATION_R2,ITEM_TESLA_BOLT,TESLA_BOLT,PERK_DESC_DURATION_STUNNED,,BASE_VALUE,0.25,ADDITIVE,,0,STAT,,THIS_ITEM,,,,,
423,PERK_TESLA_STUN_DURATION_R3,ITEM_TESLA_BOLT,TESLA_BOLT,PERK_DESC_DURATION_STUNNED,,BASE_VALUE,0.5,ADDITIVE,,0,STAT,,THIS_ITEM,,,,,
424,PERK_TESLA_STUN_DURATION_R4,ITEM_TESLA_BOLT,TESLA_BOLT,PERK_DESC_DURATION_STUNNED,,BASE_VALUE,0.75,ADDITIVE,,0,STAT,,THIS_ITEM,,,,,
425,PERK_TESLA_STUN_DURATION_R5,ITEM_TESLA_BOLT,TESLA_BOLT,PERK_DESC_DURATION_STUNNED,,BASE_VALUE,1,ADDITIVE,,0,STAT,,THIS_ITEM,,,,,
426,PERK_MISSILE_PROJECTILE_R5,ITEM_MISSILE,MISSILE,PERK_DESC_PROJECTILE,,PROJECTILE_COUNT,1,ADDITIVE,,0,STAT,,THIS_ITEM,,,,,
427,PERK_MINE_DAMAGE_R2,ITEM_MINE,MINE,PERK_DESC_DAMAGE,,BASE_VALUE,0.05,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
428,PERK_MINE_DAMAGE_R3,ITEM_MINE,MINE,PERK_DESC_DAMAGE,,BASE_VALUE,0.075,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
429,PERK_MINE_DAMAGE_R4,ITEM_MINE,MINE,PERK_DESC_DAMAGE,,BASE_VALUE,0.1,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
430,PERK_MINE_DAMAGE_R5,ITEM_MINE,MINE,PERK_DESC_DAMAGE,,BASE_VALUE,0.125,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
431,PERK_TORPEDO_SPEED_R2,GROUP_TORPEDO,TORPEDO,PERK_DESC_PROJECTILE_SPEED,,PROJECTILE_SPEED,0.03,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
432,PERK_TORPEDO_SPEED_R3,GROUP_TORPEDO,TORPEDO,PERK_DESC_PROJECTILE_SPEED,,PROJECTILE_SPEED,0.06,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
433,PERK_TORPEDO_SPEED_R4,GROUP_TORPEDO,TORPEDO,PERK_DESC_PROJECTILE_SPEED,,PROJECTILE_SPEED,0.08,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
434,PERK_TORPEDO_SPEED_R5,GROUP_TORPEDO,TORPEDO,PERK_DESC_PROJECTILE_SPEED,,PROJECTILE_SPEED,0.1,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
435,PERK_FIRE_DURATION_R2,GROUP_FIRE_ITEMS,FIRE,PERK_DESC_DURATION_BURNING,BURNING,DURATION,0.5,ADDITIVE,,0,STAT,,THIS_ITEM,,,,,
436,PERK_FIRE_DURATION_R3,GROUP_FIRE_ITEMS,FIRE,PERK_DESC_DURATION_BURNING,BURNING,DURATION,1,ADDITIVE,,0,STAT,,THIS_ITEM,,,,,
437,PERK_FIRE_DURATION_R4,GROUP_FIRE_ITEMS,FIRE,PERK_DESC_DURATION_BURNING,BURNING,DURATION,1.5,ADDITIVE,,0,STAT,,THIS_ITEM,,,,,
438,PERK_FIRE_DURATION_R5,GROUP_FIRE_ITEMS,FIRE,PERK_DESC_DURATION_BURNING,BURNING,DURATION,2,ADDITIVE,,0,STAT,,THIS_ITEM,,,,,
439,PERK_TURRET_AGILITY_R2,ITEM_GEAR_LUBE,LUBE,PERK_DESC_TURRET_SPEED,,BASE_VALUE,0.1,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
440,PERK_TURRET_AGILITY_R3,ITEM_GEAR_LUBE,LUBE,PERK_DESC_TURRET_SPEED,,BASE_VALUE,0.15,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
441,PERK_TURRET_AGILITY_R4,ITEM_GEAR_LUBE,LUBE,PERK_DESC_TURRET_SPEED,,BASE_VALUE,0.2,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
442,PERK_TURRET_AGILITY_R5,ITEM_GEAR_LUBE,LUBE,PERK_DESC_TURRET_SPEED,,BASE_VALUE,0.25,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
443,PERK_FREEZE_DURATION_R2,GROUP_FREEZE_ITEMS,FREEZE,PERK_DESC_DURATION_SLOWED,FROZEN,DURATION,0.4,ADDITIVE,,0,STAT,,THIS_ITEM,,,,,
444,PERK_FREEZE_DURATION_R3,GROUP_FREEZE_ITEMS,FREEZE,PERK_DESC_DURATION_SLOWED,FROZEN,DURATION,0.7,ADDITIVE,,0,STAT,,THIS_ITEM,,,,,
445,PERK_FREEZE_DURATION_R4,GROUP_FREEZE_ITEMS,FREEZE,PERK_DESC_DURATION_SLOWED,FROZEN,DURATION,1,ADDITIVE,,0,STAT,,THIS_ITEM,,,,,
446,PERK_FREEZE_DURATION_R5,GROUP_FREEZE_ITEMS,FREEZE,PERK_DESC_DURATION_SLOWED,FROZEN,DURATION,1.3,ADDITIVE,,0,STAT,,THIS_ITEM,,,,,
447,PERK_NITRO_COOLDOWN_R2,ITEM_SPEED_NITRO,NITRO,PERK_DESC_COOLDOWN,,COOLDOWN,-0.05,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
448,PERK_NITRO_COOLDOWN_R3,ITEM_SPEED_NITRO,NITRO,PERK_DESC_COOLDOWN,,COOLDOWN,-0.06,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
449,PERK_NITRO_COOLDOWN_R4,ITEM_SPEED_NITRO,NITRO,PERK_DESC_COOLDOWN,,COOLDOWN,-0.08,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
450,PERK_NITRO_COOLDOWN_R5,ITEM_SPEED_NITRO,NITRO,PERK_DESC_COOLDOWN,,COOLDOWN,-0.1,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
451,PERK_GRENADE_DOT_CHANCE_R2,ITEM_GRENADE,GRENADE,PERK_DESC_GRENADE_DOT_CHANCE,GRENADE_DOT_BOOST,PROC_RATE,0.06,ADDITIVE,,-1,STAT,,THIS_ITEM,,,,,
452,PERK_GRENADE_DOT_CHANCE_R3,ITEM_GRENADE,GRENADE,PERK_DESC_GRENADE_DOT_CHANCE,GRENADE_DOT_BOOST,PROC_RATE,0.09,ADDITIVE,,-1,STAT,,THIS_ITEM,,,,,
