ID,IDText,Name,Category,Description,Icon,CrewIcon,SlotCategory,SlotCost,TalentRequirements,Tier,Rarity,Evolution,PerkSlots,BuyCurrency,BuyPrice,SellPrice,SalvageOutput,ValueName,ValueIcon,ValueBase,ValueMax,ValueGroupMax,ValueGroupMaxItem,ItemEvoPath,TruncateToInteger,CurveID,LevelCostID,Type,TypeID,Prefab,ShowInPerkInfo,LevelOffset,PowerLevelBase,PowerLevelMax,DamageAchievement,ObsoleteItem,,,,
1052754,SPEED_OVERBOOST_R5_E2,ITEM_SPEED_OVERBOOST,CATEGORY_SPEED,ITEM_SPEED_OVERBOOST_DESCRIPTION,items/item_speed_1,crew/crew_sailor_iteminfo,CONTROL,1,,2,5,2,3,SC_ITEM,4918142,4918142,R5_E2_SALVAGE_CONTROL,STAT_NAME_SPEED,stats/stat_speed,0.883,0.936,1.12,SPEED_OVERBOOST_R5_E5,SPEED_OVERBOOST_R5_E1,SPEED_OVERBOOST_R5_E2,SPEED_OVERBOOST_R5_E3,SPEED_OVERBOOST_R5_E4,SPEED_OVERBOOST_R5_E5,0,LEVEL_UP,R5_E2_COST,SKILL,OVERBOOST_SKILL,passive_items/Overboost,0,10,783,843,,0
1052755,SPEED_OVERBOOST_R5_E3,ITEM_SPEED_OVERBOOST,CATEGORY_SPEED,ITEM_SPEED_OVERBOOST_DESCRIPTION,items/item_speed_1,crew/crew_sailor_iteminfo,CONTROL,1,,3,5,3,4,SC_ITEM,6438604,6438604,R5_E3_SALVAGE_CONTROL,STAT_NAME_SPEED,stats/stat_speed,0.942,0.996,1.12,SPEED_OVERBOOST_R5_E5,SPEED_OVERBOOST_R5_E1,SPEED_OVERBOOST_R5_E2,SPEED_OVERBOOST_R5_E3,SPEED_OVERBOOST_R5_E4,SPEED_OVERBOOST_R5_E5,0,LEVEL_UP,R5_E3_COST,SKILL,OVERBOOST_SKILL,passive_items/Overboost,0,20,850,910,,0
1052756,SPEED_OVERBOOST_R5_E4,ITEM_SPEED_OVERBOOST,CATEGORY_SPEED,ITEM_SPEED_OVERBOOST_DESCRIPTION,items/item_speed_1,crew/crew_sailor_iteminfo,CONTROL,1,,4,5,4,4,SC_ITEM,7959066,7959066,R5_E4_SALVAGE_CONTROL,STAT_NAME_SPEED,stats/stat_speed,1.002,1.055,1.12,SPEED_OVERBOOST_R5_E5,SPEED_OVERBOOST_R5_E1,SPEED_OVERBOOST_R5_E2,SPEED_OVERBOOST_R5_E3,SPEED_OVERBOOST_R5_E4,SPEED_OVERBOOST_R5_E5,0,LEVEL_UP,R5_E4_COST,SKILL,OVERBOOST_SKILL,passive_items/Overboost,0,30,917,976,,0
1052757,SPEED_OVERBOOST_R5_E5,ITEM_SPEED_OVERBOOST,CATEGORY_SPEED,ITEM_SPEED_OVERBOOST_DESCRIPTION,items/item_speed_1,crew/crew_sailor_iteminfo,CONTROL,1,,5,5,5,4,SC_ITEM,9479528,9479528,R5_E5_SALVAGE_CONTROL,STAT_NAME_SPEED,stats/stat_speed,1.061,1.12,1.12,SPEED_OVERBOOST_R5_E5,SPEED_OVERBOOST_R5_E1,SPEED_OVERBOOST_R5_E2,SPEED_OVERBOOST_R5_E3,SPEED_OVERBOOST_R5_E4,SPEED_OVERBOOST_R5_E5,0,LEVEL_UP,R5_E5_COST,SKILL,OVERBOOST_SKILL,passive_items/Overboost,0,40,983,1044,,0
1052945,AREA_HEAL_R1_E1,ITEM_AREA_HEAL,CATEGORY_HEALING,ITEM_AREA_HEAL_DESCRIPTION,items/item_area_heal_1,crew/crew_carpenter_iteminfo,HEAL,2,,1,1,1,0,SC_ITEM,2562,2562,R1_E1_SALVAGE_HEAL,TEXT_HEAL,stats/stat_heal,20,25,45,AREA_HEAL_R1_E5,AREA_HEAL_R1_E1,AREA_HEAL_R1_E2,AREA_HEAL_R1_E3,AREA_HEAL_R1_E4,AREA_HEAL_R1_E5,-1,LEVEL_UP,R1_E1_COST,SKILL,HEAL_SKILL_AREA,passive_items/Heal_Item,-1,0,300,326,DAMAGE_AREA_HEAL,0
1052946,AREA_HEAL_R1_E2,ITEM_AREA_HEAL,CATEGORY_HEALING,ITEM_AREA_HEAL_DESCRIPTION,items/item_area_heal_1,crew/crew_carpenter_iteminfo,HEAL,2,,2,1,2,0,SC_ITEM,22543,22543,R1_E2_SALVAGE_HEAL,TEXT_HEAL,stats/stat_heal,25,30,45,AREA_HEAL_R1_E5,AREA_HEAL_R1_E1,AREA_HEAL_R1_E2,AREA_HEAL_R1_E3,AREA_HEAL_R1_E4,AREA_HEAL_R1_E5,-1,LEVEL_UP,R1_E2_COST,SKILL,HEAL_SKILL_AREA,passive_items/Heal_Item,0,10,329,352,DAMAGE_AREA_HEAL,0
1052947,AREA_HEAL_R1_E3,ITEM_AREA_HEAL,CATEGORY_HEALING,ITEM_AREA_HEAL_DESCRIPTION,items/item_area_heal_1,crew/crew_carpenter_iteminfo,HEAL,2,,3,1,3,1,SC_ITEM,42523,42523,R1_E3_SALVAGE_HEAL,TEXT_HEAL,stats/stat_heal,30,35,45,AREA_HEAL_R1_E5,AREA_HEAL_R1_E1,AREA_HEAL_R1_E2,AREA_HEAL_R1_E3,AREA_HEAL_R1_E4,AREA_HEAL_R1_E5,-1,LEVEL_UP,R1_E3_COST,SKILL,HEAL_SKILL_AREA,passive_items/Heal_Item,0,20,354,377,DAMAGE_AREA_HEAL,0
1052948,AREA_HEAL_R1_E4,ITEM_AREA_HEAL,CATEGORY_HEALING,ITEM_AREA_HEAL_DESCRIPTION,items/item_area_heal_1,crew/crew_carpenter_iteminfo,HEAL,2,,4,1,4,1,SC_ITEM,62504,62504,R1_E4_SALVAGE_HEAL,TEXT_HEAL,stats/stat_heal,35,40,45,AREA_HEAL_R1_E5,AREA_HEAL_R1_E1,AREA_HEAL_R1_E2,AREA_HEAL_R1_E3,AREA_HEAL_R1_E4,AREA_HEAL_R1_E5,-1,LEVEL_UP,R1_E4_COST,SKILL,HEAL_SKILL_AREA,passive_items/Heal_Item,0,30,379,402,DAMAGE_AREA_HEAL,0
1052949,AREA_HEAL_R1_E5,ITEM_AREA_HEAL,CATEGORY_HEALING,ITEM_AREA_HEAL_DESCRIPTION,items/item_area_heal_1,crew/crew_carpenter_iteminfo,HEAL,2,,5,1,5,1,SC_ITEM,82485,82485,R1_E5_SALVAGE_HEAL,TEXT_HEAL,stats/stat_heal,40,45,45,AREA_HEAL_R1_E5,AREA_HEAL_R1_E1,AREA_HEAL_R1_E2,AREA_HEAL_R1_E3,AREA_HEAL_R1_E4,AREA_HEAL_R1_E5,-1,LEVEL_UP,R1_E5_COST,SKILL,HEAL_SKILL_AREA,passive_items/Heal_Item,0,40,404,427,DAMAGE_AREA_HEAL,0
1052961,AREA_HEAL_R2_E1,ITEM_AREA_HEAL,CATEGORY_HEALING,ITEM_AREA_HEAL_DESCRIPTION,items/item_area_heal_1,crew/crew_carpenter_iteminfo,HEAL,2,,1,2,1,0,SC_ITEM,24080,24080,R2_E1_SALVAGE_HEAL,TEXT_HEAL,stats/stat_heal,22,28,50,AREA_HEAL_R2_E5,AREA_HEAL_R2_E1,AREA_HEAL_R2_E2,AREA_HEAL_R2_E3,AREA_HEAL_R2_E4,AREA_HEAL_R2_E5,-1,LEVEL_UP,R2_E1_COST,SKILL,HEAL_SKILL_AREA,passive_items/Heal_Item,0,0,316,366,DAMAGE_AREA_HEAL,0
1052962,AREA_HEAL_R2_E2,ITEM_AREA_HEAL,CATEGORY_HEALING,ITEM_AREA_HEAL_DESCRIPTION,items/item_area_heal_1,crew/crew_carpenter_iteminfo,HEAL,2,,2,2,2,1,SC_ITEM,134844,134844,R2_E2_SALVAGE_HEAL,TEXT_HEAL,stats/stat_heal,28,34,50,AREA_HEAL_R2_E5,AREA_HEAL_R2_E1,AREA_HEAL_R2_E2,AREA_HEAL_R2_E3,AREA_HEAL_R2_E4,AREA_HEAL_R2_E5,-1,LEVEL_UP,R2_E2_COST,SKILL,HEAL_SKILL_AREA,passive_items/Heal_Item,0,10,372,420,DAMAGE_AREA_HEAL,0
1052963,AREA_HEAL_R2_E3,ITEM_AREA_HEAL,CATEGORY_HEALING,ITEM_AREA_HEAL_DESCRIPTION,items/item_area_heal_1,crew/crew_carpenter_iteminfo,HEAL,2,,3,2,3,1,SC_ITEM,245609,245609,R2_E3_SALVAGE_HEAL,TEXT_HEAL,stats/stat_heal,34,40,50,AREA_HEAL_R2_E5,AREA_HEAL_R2_E1,AREA_HEAL_R2_E2,AREA_HEAL_R2_E3,AREA_HEAL_R2_E4,AREA_HEAL_R2_E5,-1,LEVEL_UP,R2_E3_COST,SKILL,HEAL_SKILL_AREA,passive_items/Heal_Item,0,20,425,473,DAMAGE_AREA_HEAL,0
1052964,AREA_HEAL_R2_E4,ITEM_AREA_HEAL,CATEGORY_HEALING,ITEM_AREA_HEAL_DESCRIPTION,items/item_area_heal_1,crew/crew_carpenter_iteminfo,HEAL,2,,4,2,4,2,SC_ITEM,356374,356374,R2_E4_SALVAGE_HEAL,TEXT_HEAL,stats/stat_heal,40,46,50,AREA_HEAL_R2_E5,AREA_HEAL_R2_E1,AREA_HEAL_R2_E2,AREA_HEAL_R2_E3,AREA_HEAL_R2_E4,AREA_HEAL_R2_E5,-1,LEVEL_UP,R2_E4_COST,SKILL,HEAL_SKILL_AREA,passive_items/Heal_Item,0,30,478,525,DAMAGE_AREA_HEAL,0
1052965,AREA_HEAL_R2_E5,ITEM_AREA_HEAL,CATEGORY_HEALING,ITEM_AREA_HEAL_DESCRIPTION,items/item_area_heal_1,crew/crew_carpenter_iteminfo,HEAL,2,,5,2,5,2,SC_ITEM,467138,467138,R2_E5_SALVAGE_HEAL,TEXT_HEAL,stats/stat_heal,46,50,50,AREA_HEAL_R2_E5,AREA_HEAL_R2_E1,AREA_HEAL_R2_E2,AREA_HEAL_R2_E3,AREA_HEAL_R2_E4,AREA_HEAL_R2_E5,-1,LEVEL_UP,R2_E5_COST,SKILL,HEAL_SKILL_AREA,passive_items/Heal_Item,0,40,530,578,DAMAGE_AREA_HEAL,0
1052977,AREA_HEAL_R3_E1,ITEM_AREA_HEAL,CATEGORY_HEALING,ITEM_AREA_HEAL_DESCRIPTION,items/item_area_heal_1,crew/crew_carpenter_iteminfo,HEAL,2,,1,3,1,1,SC_ITEM,330962,330962,R3_E1_SALVAGE_HEAL,TEXT_HEAL,stats/stat_heal,29,35,59,AREA_HEAL_R3_E5,AREA_HEAL_R3_E1,AREA_HEAL_R3_E2,AREA_HEAL_R3_E3,AREA_HEAL_R3_E4,AREA_HEAL_R3_E5,-1,LEVEL_UP,R3_E1_COST,SKILL,HEAL_SKILL_AREA,passive_items/Heal_Item,0,0,334,410,DAMAGE_AREA_HEAL,0
1052978,AREA_HEAL_R3_E2,ITEM_AREA_HEAL,CATEGORY_HEALING,ITEM_AREA_HEAL_DESCRIPTION,items/item_area_heal_1,crew/crew_carpenter_iteminfo,HEAL,2,,2,3,2,2,SC_ITEM,661924,661924,R3_E2_SALVAGE_HEAL,TEXT_HEAL,stats/stat_heal,35,41,59,AREA_HEAL_R3_E5,AREA_HEAL_R3_E1,AREA_HEAL_R3_E2,AREA_HEAL_R3_E3,AREA_HEAL_R3_E4,AREA_HEAL_R3_E5,-1,LEVEL_UP,R3_E2_COST,SKILL,HEAL_SKILL_AREA,passive_items/Heal_Item,0,10,418,485,DAMAGE_AREA_HEAL,0
1052979,AREA_HEAL_R3_E3,ITEM_AREA_HEAL,CATEGORY_HEALING,ITEM_AREA_HEAL_DESCRIPTION,items/item_area_heal_1,crew/crew_carpenter_iteminfo,HEAL,2,,3,3,3,3,SC_ITEM,992886,992886,R3_E3_SALVAGE_HEAL,TEXT_HEAL,stats/stat_heal,41,47,59,AREA_HEAL_R3_E5,AREA_HEAL_R3_E1,AREA_HEAL_R3_E2,AREA_HEAL_R3_E3,AREA_HEAL_R3_E4,AREA_HEAL_R3_E5,-1,LEVEL_UP,R3_E3_COST,SKILL,HEAL_SKILL_AREA,passive_items/Heal_Item,0,20,492,558,DAMAGE_AREA_HEAL,0
1052980,AREA_HEAL_R3_E4,ITEM_AREA_HEAL,CATEGORY_HEALING,ITEM_AREA_HEAL_DESCRIPTION,items/item_area_heal_1,crew/crew_carpenter_iteminfo,HEAL,2,,4,3,4,3,SC_ITEM,1323848,1323848,R3_E4_SALVAGE_HEAL,TEXT_HEAL,stats/stat_heal,47,53,59,AREA_HEAL_R3_E5,AREA_HEAL_R3_E1,AREA_HEAL_R3_E2,AREA_HEAL_R3_E3,AREA_HEAL_R3_E4,AREA_HEAL_R3_E5,-1,LEVEL_UP,R3_E4_COST,SKILL,HEAL_SKILL_AREA,passive_items/Heal_Item,0,30,565,632,DAMAGE_AREA_HEAL,0
1052981,AREA_HEAL_R3_E5,ITEM_AREA_HEAL,CATEGORY_HEALING,ITEM_AREA_HEAL_DESCRIPTION,items/item_area_heal_1,crew/crew_carpenter_iteminfo,HEAL,2,,5,3,5,3,SC_ITEM,1654810,1654810,R3_E5_SALVAGE_HEAL,TEXT_HEAL,stats/stat_heal,53,59,59,AREA_HEAL_R3_E5,AREA_HEAL_R3_E1,AREA_HEAL_R3_E2,AREA_HEAL_R3_E3,AREA_HEAL_R3_E4,AREA_HEAL_R3_E5,-1,LEVEL_UP,R3_E5_COST,SKILL,HEAL_SKILL_AREA,passive_items/Heal_Item,0,40,639,706,DAMAGE_AREA_HEAL,0
1052993,AREA_HEAL_R4_E1,ITEM_AREA_HEAL,CATEGORY_HEALING,ITEM_AREA_HEAL_DESCRIPTION,items/item_area_heal_1,crew/crew_carpenter_iteminfo,HEAL,2,,1,4,1,2,SC_ITEM,1536975,1536975,R4_E1_SALVAGE_HEAL,TEXT_HEAL,stats/stat_heal,32,40,72,AREA_HEAL_R4_E5,AREA_HEAL_R4_E1,AREA_HEAL_R4_E2,AREA_HEAL_R4_E3,AREA_HEAL_R4_E4,AREA_HEAL_R4_E5,-1,LEVEL_UP,R4_E1_COST,SKILL,HEAL_SKILL_AREA,passive_items/Heal_Item,0,0,353,444,DAMAGE_AREA_HEAL,0
1052994,AREA_HEAL_R4_E2,ITEM_AREA_HEAL,CATEGORY_HEALING,ITEM_AREA_HEAL_DESCRIPTION,items/item_area_heal_1,crew/crew_carpenter_iteminfo,HEAL,2,,2,4,2,3,SC_ITEM,2366942,2366942,R4_E2_SALVAGE_HEAL,TEXT_HEAL,stats/stat_heal,40,48,72,AREA_HEAL_R4_E5,AREA_HEAL_R4_E1,AREA_HEAL_R4_E2,AREA_HEAL_R4_E3,AREA_HEAL_R4_E4,AREA_HEAL_R4_E5,-1,LEVEL_UP,R4_E2_COST,SKILL,HEAL_SKILL_AREA,passive_items/Heal_Item,0,10,454,563,DAMAGE_AREA_HEAL,0
1052995,AREA_HEAL_R4_E3,ITEM_AREA_HEAL,CATEGORY_HEALING,ITEM_AREA_HEAL_DESCRIPTION,items/item_area_heal_1,crew/crew_carpenter_iteminfo,HEAL,2,,3,4,3,3,SC_ITEM,3196908,3196908,R4_E3_SALVAGE_HEAL,TEXT_HEAL,stats/stat_heal,48,56,72,AREA_HEAL_R4_E5,AREA_HEAL_R4_E1,AREA_HEAL_R4_E2,AREA_HEAL_R4_E3,AREA_HEAL_R4_E4,AREA_HEAL_R4_E5,-1,LEVEL_UP,R4_E3_COST,SKILL,HEAL_SKILL_AREA,passive_items/Heal_Item,0,20,575,664,DAMAGE_AREA_HEAL,0
1052996,AREA_HEAL_R4_E4,ITEM_AREA_HEAL,CATEGORY_HEALING,ITEM_AREA_HEAL_DESCRIPTION,items/item_area_heal_1,crew/crew_carpenter_iteminfo,HEAL,2,,4,4,4,4,SC_ITEM,4026875,4026875,R4_E4_SALVAGE_HEAL,TEXT_HEAL,stats/stat_heal,56,64,72,AREA_HEAL_R4_E5,AREA_HEAL_R4_E1,AREA_HEAL_R4_E2,AREA_HEAL_R4_E3,AREA_HEAL_R4_E4,AREA_HEAL_R4_E5,-1,LEVEL_UP,R4_E4_COST,SKILL,HEAL_SKILL_AREA,passive_items/Heal_Item,0,30,674,763,DAMAGE_AREA_HEAL,0
1052997,AREA_HEAL_R4_E5,ITEM_AREA_HEAL,CATEGORY_HEALING,ITEM_AREA_HEAL_DESCRIPTION,items/item_area_heal_1,crew/crew_carpenter_iteminfo,HEAL,2,,5,4,5,4,SC_ITEM,4856841,4856841,R4_E5_SALVAGE_HEAL,TEXT_HEAL,stats/stat_heal,64,72,72,AREA_HEAL_R4_E5,AREA_HEAL_R4_E1,AREA_HEAL_R4_E2,AREA_HEAL_R4_E3,AREA_HEAL_R4_E4,AREA_HEAL_R4_E5,-1,LEVEL_UP,R4_E5_COST,SKILL,HEAL_SKILL_AREA,passive_items/Heal_Item,0,40,773,862,DAMAGE_AREA_HEAL,0
1053009,AREA_HEAL_R5_E1,ITEM_AREA_HEAL,CATEGORY_HEALING,ITEM_AREA_HEAL_DESCRIPTION,items/item_area_heal_1,crew/crew_carpenter_iteminfo,HEAL,2,,1,5,1,3,SC_ITEM,3606768,3606768,R5_E1_SALVAGE_HEAL,TEXT_HEAL,stats/stat_heal,60,65,86,AREA_HEAL_R5_E5,AREA_HEAL_R5_E1,AREA_HEAL_R5_E2,AREA_HEAL_R5_E3,AREA_HEAL_R5_E4,AREA_HEAL_R5_E5,-1,LEVEL_UP,R5_E1_COST,SKILL,HEAL_SKILL_AREA,passive_items/Heal_Item,0,0,674,772,DAMAGE_AREA_HEAL,0
1053010,AREA_HEAL_R5_E2,ITEM_AREA_HEAL,CATEGORY_HEALING,ITEM_AREA_HEAL_DESCRIPTION,items/item_area_heal_1,crew/crew_carpenter_iteminfo,HEAL,2,,2,5,2,3,SC_ITEM,5220797,5220797,R5_E2_SALVAGE_HEAL,TEXT_HEAL,stats/stat_heal,65,70,86,AREA_HEAL_R5_E5,AREA_HEAL_R5_E1,AREA_HEAL_R5_E2,AREA_HEAL_R5_E3,AREA_HEAL_R5_E4,AREA_HEAL_R5_E5,-1,LEVEL_UP,R5_E2_COST,SKILL,HEAL_SKILL_AREA,passive_items/Heal_Item,0,10,783,843,DAMAGE_AREA_HEAL,0
1053011,AREA_HEAL_R5_E3,ITEM_AREA_HEAL,CATEGORY_HEALING,ITEM_AREA_HEAL_DESCRIPTION,items/item_area_heal_1,crew/crew_carpenter_iteminfo,HEAL,2,,3,5,3,4,SC_ITEM,6834826,6834826,R5_E3_SALVAGE_HEAL,TEXT_HEAL,stats/stat_heal,70,75,86,AREA_HEAL_R5_E5,AREA_HEAL_R5_E1,AREA_HEAL_R5_E2,AREA_HEAL_R5_E3,AREA_HEAL_R5_E4,AREA_HEAL_R5_E5,-1,LEVEL_UP,R5_E3_COST,SKILL,HEAL_SKILL_AREA,passive_items/Heal_Item,0,20,850,910,DAMAGE_AREA_HEAL,0
1053012,AREA_HEAL_R5_E4,ITEM_AREA_HEAL,CATEGORY_HEALING,ITEM_AREA_HEAL_DESCRIPTION,items/item_area_heal_1,crew/crew_carpenter_iteminfo,HEAL,2,,4,5,4,4,SC_ITEM,8448855,8448855,R5_E4_SALVAGE_HEAL,TEXT_HEAL,stats/stat_heal,75,80,86,AREA_HEAL_R5_E5,AREA_HEAL_R5_E1,AREA_HEAL_R5_E2,AREA_HEAL_R5_E3,AREA_HEAL_R5_E4,AREA_HEAL_R5_E5,-1,LEVEL_UP,R5_E4_COST,SKILL,HEAL_SKILL_AREA,passive_items/Heal_Item,0,30,917,976,DAMAGE_AREA_HEAL,0
1053013,AREA_HEAL_R5_E5,ITEM_AREA_HEAL,CATEGORY_HEALING,ITEM_AREA_HEAL_DESCRIPTION,items/item_area_heal_1,crew/crew_carpenter_iteminfo,HEAL,2,,5,5,5,4,SC_ITEM,10062883,10062883,R5_E5_SALVAGE_HEAL,TEXT_HEAL,stats/stat_heal,80,86,86,AREA_HEAL_R5_E5,AREA_HEAL_R5_E1,AREA_HEAL_R5_E2,AREA_HEAL_R5_E3,AREA_HEAL_R5_E4,AREA_HEAL_R5_E5,-1,LEVEL_UP,R5_E5_COST,SKILL,HEAL_SKILL_AREA,passive_items/Heal_Item,0,40,983,1044,DAMAGE_AREA_HEAL,0
1053201,SELF_HEAL_R1_E1,ITEM_SELF_HEAL,CATEGORY_HEALING,ITEM_SELF_HEAL_DESCRIPTION,items/item_self_heal_1,crew/crew_carpenter_iteminfo,HEAL,1,,1,1,1,0,SC_ITEM,2537,2537,R1_E1_SALVAGE_HEAL,TEXT_HEAL,stats/stat_heal,42,45,58,SELF_HEAL_R1_E5,SELF_HEAL_R1_E1,SELF_HEAL_R1_E2,SELF_HEAL_R1_E3,SELF_HEAL_R1_E4,SELF_HEAL_R1_E5,-1,LEVEL_UP,R1_E1_COST,SKILL,HEAL_SKILL_HEAL_SELF,passive_items/Duct_Tape,-1,0,300,326,DAMAGE_SELF_HEAL,0
1053202,SELF_HEAL_R1_E2,ITEM_SELF_HEAL,CATEGORY_HEALING,ITEM_SELF_HEAL_DESCRIPTION,items/item_self_heal_1,crew/crew_carpenter_iteminfo,HEAL,1,,2,1,2,0,SC_ITEM,22325,22325,R1_E2_SALVAGE_HEAL,TEXT_HEAL,stats/stat_heal,45,48,58,SELF_HEAL_R1_E5,SELF_HEAL_R1_E1,SELF_HEAL_R1_E2,SELF_HEAL_R1_E3,SELF_HEAL_R1_E4,SELF_HEAL_R1_E5,-1,LEVEL_UP,R1_E2_COST,SKILL,HEAL_SKILL_HEAL_SELF,passive_items/Duct_Tape,0,10,329,352,DAMAGE_SELF_HEAL,0
1053203,SELF_HEAL_R1_E3,ITEM_SELF_HEAL,CATEGORY_HEALING,ITEM_SELF_HEAL_DESCRIPTION,items/item_self_heal_1,crew/crew_carpenter_iteminfo,HEAL,1,,3,1,3,1,SC_ITEM,42113,42113,R1_E3_SALVAGE_HEAL,TEXT_HEAL,stats/stat_heal,48,51,58,SELF_HEAL_R1_E5,SELF_HEAL_R1_E1,SELF_HEAL_R1_E2,SELF_HEAL_R1_E3,SELF_HEAL_R1_E4,SELF_HEAL_R1_E5,-1,LEVEL_UP,R1_E3_COST,SKILL,HEAL_SKILL_HEAL_SELF,passive_items/Duct_Tape,0,20,354,377,DAMAGE_SELF_HEAL,0
1053204,SELF_HEAL_R1_E4,ITEM_SELF_HEAL,CATEGORY_HEALING,ITEM_SELF_HEAL_DESCRIPTION,items/item_self_heal_1,crew/crew_carpenter_iteminfo,HEAL,1,,4,1,4,1,SC_ITEM,61900,61900,R1_E4_SALVAGE_HEAL,TEXT_HEAL,stats/stat_heal,51,54,58,SELF_HEAL_R1_E5,SELF_HEAL_R1_E1,SELF_HEAL_R1_E2,SELF_HEAL_R1_E3,SELF_HEAL_R1_E4,SELF_HEAL_R1_E5,-1,LEVEL_UP,R1_E4_COST,SKILL,HEAL_SKILL_HEAL_SELF,passive_items/Duct_Tape,0,30,379,402,DAMAGE_SELF_HEAL,0
1053205,SELF_HEAL_R1_E5,ITEM_SELF_HEAL,CATEGORY_HEALING,ITEM_SELF_HEAL_DESCRIPTION,items/item_self_heal_1,crew/crew_carpenter_iteminfo,HEAL,1,,5,1,5,1,SC_ITEM,81688,81688,R1_E5_SALVAGE_HEAL,TEXT_HEAL,stats/stat_heal,54,58,58,SELF_HEAL_R1_E5,SELF_HEAL_R1_E1,SELF_HEAL_R1_E2,SELF_HEAL_R1_E3,SELF_HEAL_R1_E4,SELF_HEAL_R1_E5,-1,LEVEL_UP,R1_E5_COST,SKILL,HEAL_SKILL_HEAL_SELF,passive_items/Duct_Tape,0,40,404,427,DAMAGE_SELF_HEAL,0
1053217,SELF_HEAL_R2_E1,ITEM_SELF_HEAL,CATEGORY_HEALING,ITEM_SELF_HEAL_DESCRIPTION,items/item_self_heal_1,crew/crew_carpenter_iteminfo,HEAL,1,,1,2,1,0,SC_ITEM,23847,23847,R2_E1_SALVAGE_HEAL,TEXT_HEAL,stats/stat_heal,44,51,78,SELF_HEAL_R2_E5,SELF_HEAL_R2_E1,SELF_HEAL_R2_E2,SELF_HEAL_R2_E3,SELF_HEAL_R2_E4,SELF_HEAL_R2_E5,-1,LEVEL_UP,R2_E1_COST,SKILL,HEAL_SKILL_HEAL_SELF,passive_items/Duct_Tape,0,0,316,366,DAMAGE_SELF_HEAL,0
1053218,SELF_HEAL_R2_E2,ITEM_SELF_HEAL,CATEGORY_HEALING,ITEM_SELF_HEAL_DESCRIPTION,items/item_self_heal_1,crew/crew_carpenter_iteminfo,HEAL,1,,2,2,2,1,SC_ITEM,133542,133542,R2_E2_SALVAGE_HEAL,TEXT_HEAL,stats/stat_heal,51,58,78,SELF_HEAL_R2_E5,SELF_HEAL_R2_E1,SELF_HEAL_R2_E2,SELF_HEAL_R2_E3,SELF_HEAL_R2_E4,SELF_HEAL_R2_E5,-1,LEVEL_UP,R2_E2_COST,SKILL,HEAL_SKILL_HEAL_SELF,passive_items/Duct_Tape,0,10,372,420,DAMAGE_SELF_HEAL,0
1053219,SELF_HEAL_R2_E3,ITEM_SELF_HEAL,CATEGORY_HEALING,ITEM_SELF_HEAL_DESCRIPTION,items/item_self_heal_1,crew/crew_carpenter_iteminfo,HEAL,1,,3,2,3,1,SC_ITEM,243236,243236,R2_E3_SALVAGE_HEAL,TEXT_HEAL,stats/stat_heal,58,65,78,SELF_HEAL_R2_E5,SELF_HEAL_R2_E1,SELF_HEAL_R2_E2,SELF_HEAL_R2_E3,SELF_HEAL_R2_E4,SELF_HEAL_R2_E5,-1,LEVEL_UP,R2_E3_COST,SKILL,HEAL_SKILL_HEAL_SELF,passive_items/Duct_Tape,0,20,425,473,DAMAGE_SELF_HEAL,0
1053220,SELF_HEAL_R2_E4,ITEM_SELF_HEAL,CATEGORY_HEALING,ITEM_SELF_HEAL_DESCRIPTION,items/item_self_heal_1,crew/crew_carpenter_iteminfo,HEAL,1,,4,2,4,2,SC_ITEM,352931,352931,R2_E4_SALVAGE_HEAL,TEXT_HEAL,stats/stat_heal,65,72,78,SELF_HEAL_R2_E5,SELF_HEAL_R2_E1,SELF_HEAL_R2_E2,SELF_HEAL_R2_E3,SELF_HEAL_R2_E4,SELF_HEAL_R2_E5,-1,LEVEL_UP,R2_E4_COST,SKILL,HEAL_SKILL_HEAL_SELF,passive_items/Duct_Tape,0,30,478,525,DAMAGE_SELF_HEAL,0
1053221,SELF_HEAL_R2_E5,ITEM_SELF_HEAL,CATEGORY_HEALING,ITEM_SELF_HEAL_DESCRIPTION,items/item_self_heal_1,crew/crew_carpenter_iteminfo,HEAL,1,,5,2,5,2,SC_ITEM,462625,462625,R2_E5_SALVAGE_HEAL,TEXT_HEAL,stats/stat_heal,72,78,78,SELF_HEAL_R2_E5,SELF_HEAL_R2_E1,SELF_HEAL_R2_E2,SELF_HEAL_R2_E3,SELF_HEAL_R2_E4,SELF_HEAL_R2_E5,-1,LEVEL_UP,R2_E5_COST,SKILL,HEAL_SKILL_HEAL_SELF,passive_items/Duct_Tape,0,40,530,578,DAMAGE_SELF_HEAL,0
1053233,SELF_HEAL_R3_E1,ITEM_SELF_HEAL,CATEGORY_HEALING,ITEM_SELF_HEAL_DESCRIPTION,items/item_self_heal_1,crew/crew_carpenter_iteminfo,HEAL,1,,1,3,1,1,SC_ITEM,327765,327765,R3_E1_SALVAGE_HEAL,TEXT_HEAL,stats/stat_heal,47,57,95,SELF_HEAL_R3_E5,SELF_HEAL_R3_E1,SELF_HEAL_R3_E2,SELF_HEAL_R3_E3,SELF_HEAL_R3_E4,SELF_HEAL_R3_E5,-1,LEVEL_UP,R3_E1_COST,SKILL,HEAL_SKILL_HEAL_SELF,passive_items/Duct_Tape,0,0,334,410,DAMAGE_SELF_HEAL,0
