ID,IDText,ItemName,Name,ExclusionGroups ,Perks,Icon,Background,CrewIcon,SkillGroupIcon,FittingGroup,Rarity,BuyCurrency,BuyPrice,SellPrice,SalvagePrice,SalvageCurrency,BuffContributionMultiplier,PowerLevel,PowerLevelFactor,
166,EVENT_CANNON_FIRE_DOT_R4,PERK_ITEM_NAME_EVENT_FIRE_DOT,PERK_NAME_EVENT_FIRE_DOT,,PERK_CANNON_DAMAGE_R4,PERK_CANNON_FIRE_DOT_1,stats/stat_damage,items/perk_border_event_4,crew/crew_cannoneer_iteminfo,talents/cannons,CANNON,4,SC_ITEM,1500000,350000,25,HC,,,0.2
167,UNKNOWN_EVENT_PERK_R2,UNKNOWN_EVENT_PERK,MT_EVENT_PERK,,,items/unknown,items/perk_border_event_2,,,,2,SC_ITEM,70000,20000,0,HC,,,0.1,
168,UNKNOWN_EVENT_PERK_R3,UNKNOWN_EVENT_PERK,MT_EVENT_PERK,,,items/unknown,items/perk_border_event_3,,,,3,SC_ITEM,550000,180000,0,HC,,,0.15,
169,UNKNOWN_EVENT_PERK_R4,UNKNOWN_EVENT_PERK,MT_EVENT_PERK,,,items/unknown,items/perk_border_event_4,,,,4,SC_ITEM,1500000,350000,0,HC,,,0.2,
170,UNKNOWN_EVENT_PERK_R5,UNKNOWN_EVENT_PERK,MT_EVENT_PERK,,,items/unknown,items/perk_border_event_5,,,,5,SC_ITEM,2800000,500000,0,HC,,,0.25,
171,UNKNOWN_PERK_R2,UNKNOWN_PERK,MI_PERKS,,,items/unknown,,,,,2,SC_ITEM,70000,20000,0,HC,,,0.05,
172,UNKNOWN_PERK_R3,UNKNOWN_PERK,MI_PERKS,,,items/unknown,,,,,3,SC_ITEM,550000,180000,0,HC,,,0.1,
173,UNKNOWN_PERK_R4,UNKNOWN_PERK,MI_PERKS,,,items/unknown,,,,,4,SC_ITEM,1500000,350000,0,HC,,,0.15,
174,UNKNOWN_PERK_R5,UNKNOWN_PERK,MI_PERKS,,,items/unknown,,,,,5,SC_ITEM,2800000,500000,0,HC,,,0.2,
175,EVENT_RAILGUN_DAMAGE_PROC_STUN_R2,PERK_NAME_RAILGUN_DAMAGE_STUN,PERK_NAME_RAILGUN_DAMAGE_STUN,EVENT_PERK_NAME_RAILGUN_DAMAGE_STUN,PERK_RAILGUN_DAMAGE_R2,PERK_EVENT_RAILGUN_STUN_10,stats/stat_damage,items/perk_border_event_2,crew/crew_scientist_iteminfo,items/item_railgun_1,RAILGUN,2,SC_ITEM,70000,20000,500,SC_ITEM,,,0.1
176,EVENT_RAILGUN_DAMAGE_PROC_STUN_R3,PERK_NAME_RAILGUN_DAMAGE_STUN,PERK_NAME_RAILGUN_DAMAGE_STUN,EVENT_PERK_NAME_RAILGUN_DAMAGE_STUN,PERK_RAILGUN_DAMAGE_R3,PERK_EVENT_RAILGUN_STUN_15,stats/stat_damage,items/perk_border_event_3,crew/crew_scientist_iteminfo,items/item_railgun_1,RAILGUN,3,SC_ITEM,550000,180000,10,HC,,,0.15
177,EVENT_RAILGUN_DAMAGE_PROC_STUN_R4,PERK_NAME_RAILGUN_DAMAGE_STUN,PERK_NAME_RAILGUN_DAMAGE_STUN,EVENT_PERK_NAME_RAILGUN_DAMAGE_STUN,PERK_RAILGUN_DAMAGE_R4,PERK_EVENT_RAILGUN_STUN_20,stats/stat_damage,items/perk_border_event_4,crew/crew_scientist_iteminfo,items/item_railgun_1,RAILGUN,4,SC_ITEM,1500000,350000,25,HC,,,0.2
178,EVENT_RAILGUN_DAMAGE_PROC_STUN_R5,PERK_NAME_RAILGUN_DAMAGE_STUN,PERK_NAME_RAILGUN_DAMAGE_STUN,EVENT_PERK_NAME_RAILGUN_DAMAGE_STUN,PERK_RAILGUN_DAMAGE_R4,PERK_EVENT_RAILGUN_STUN_25,stats/stat_damage,items/perk_border_event_5,crew/crew_scientist_iteminfo,items/item_railgun_1,RAILGUN,5,SC_ITEM,2800000,500000,100,HC,,,0.25
179,EVENT_MINE_DAMAGE_COOLDOWN_R2,PERK_NAME_MINE_DAMAGE_COOLDOWN,PERK_NAME_MINE_DAMAGE_COOLDOWN,EVENT_PERK_NAME_MINE_DAMAGE_COOLDOWN,PERK_MINE_DAMAGE_R2,PERK_EVENT_MINE_COOLDOWN_2,stats/stat_damage,items/perk_border_event_2,crew/crew_bomber_iteminfo,items/item_mine_1,MINE,2,SC_ITEM,70000,20000,500,SC_ITEM,,,0.1
180,EVENT_MINE_DAMAGE_COOLDOWN_R3,PERK_NAME_MINE_DAMAGE_COOLDOWN,PERK_NAME_MINE_DAMAGE_COOLDOWN,EVENT_PERK_NAME_MINE_DAMAGE_COOLDOWN,PERK_MINE_DAMAGE_R3,PERK_EVENT_MINE_COOLDOWN_4,stats/stat_damage,items/perk_border_event_3,crew/crew_bomber_iteminfo,items/item_mine_1,MINE,3,SC_ITEM,550000,180000,10,HC,,,0.15
181,EVENT_MINE_DAMAGE_COOLDOWN_R4,PERK_NAME_MINE_DAMAGE_COOLDOWN,PERK_NAME_MINE_DAMAGE_COOLDOWN,EVENT_PERK_NAME_MINE_DAMAGE_COOLDOWN,PERK_MINE_DAMAGE_R4,PERK_EVENT_MINE_COOLDOWN_6,stats/stat_damage,items/perk_border_event_4,crew/crew_bomber_iteminfo,items/item_mine_1,MINE,4,SC_ITEM,1500000,350000,25,HC,,,0.2
182,EVENT_MINE_DAMAGE_COOLDOWN_R5,PERK_NAME_MINE_DAMAGE_COOLDOWN,PERK_NAME_MINE_DAMAGE_COOLDOWN,EVENT_PERK_NAME_MINE_DAMAGE_COOLDOWN,PERK_MINE_DAMAGE_R4,PERK_EVENT_MINE_COOLDOWN_8,stats/stat_damage,items/perk_border_event_5,crew/crew_bomber_iteminfo,items/item_mine_1,MINE,5,SC_ITEM,2800000,500000,100,HC,,,0.25
183,EVENT_MISSILE_DAMAGE_RANGE_R2,PERK_NAME_MISSILE_DAMAGE_RANGE,PERK_NAME_MISSILE_DAMAGE_RANGE,EVENT_PERK_NAME_MISSILE_DAMAGE_RANGE,PERK_MISSILE_DAMAGE_R2,PERK_EVENT_MISSILE_RANGE_M_5,stats/stat_damage,items/perk_border_event_2,crew/crew_bomber_iteminfo,items/item_missile_1,MISSILE_LAUNCHERS,2,SC_ITEM,70000,20000,500,SC_ITEM,,,0.1
184,EVENT_MISSILE_DAMAGE_RANGE_R3,PERK_NAME_MISSILE_DAMAGE_RANGE,PERK_NAME_MISSILE_DAMAGE_RANGE,EVENT_PERK_NAME_MISSILE_DAMAGE_RANGE,PERK_MISSILE_DAMAGE_R3,PERK_EVENT_MISSILE_RANGE_M_8,stats/stat_damage,items/perk_border_event_3,crew/crew_bomber_iteminfo,items/item_missile_1,MISSILE_LAUNCHERS,3,SC_ITEM,550000,180000,10,HC,,,0.15
185,EVENT_MISSILE_DAMAGE_RANGE_R4,PERK_NAME_MISSILE_DAMAGE_RANGE,PERK_NAME_MISSILE_DAMAGE_RANGE,EVENT_PERK_NAME_MISSILE_DAMAGE_RANGE,PERK_MISSILE_DAMAGE_R4,PERK_EVENT_MISSILE_RANGE_M_10,stats/stat_damage,items/perk_border_event_4,crew/crew_bomber_iteminfo,items/item_missile_1,MISSILE_LAUNCHERS,4,SC_ITEM,1500000,350000,25,HC,,,0.2
186,EVENT_MISSILE_DAMAGE_RANGE_R5,PERK_NAME_MISSILE_DAMAGE_RANGE,PERK_NAME_MISSILE_DAMAGE_RANGE,EVENT_PERK_NAME_MISSILE_DAMAGE_RANGE,PERK_MISSILE_DAMAGE_R4,PERK_EVENT_MISSILE_RANGE_M_12,stats/stat_damage,items/perk_border_event_5,crew/crew_bomber_iteminfo,items/item_missile_1,MISSILE_LAUNCHERS,5,SC_ITEM,2800000,500000,100,HC,,,0.25
187,EVENT_GRENADE_DOT_CHANCE_RANGE_R2,PERK_GRENADE_CRIT_RANGE,PERK_GRENADE_CRIT_RANGE,EVENT_PERK_GRENADE_CRIT_RANGE,PERK_GRENADE_DOT_CHANCE_R2,PERK_EVENT_GRENADE_RANGE_M_5,stats/stat_probability,items/perk_border_event_2,crew/crew_fisherman_iteminfo,items/item_grenade_1,GRENADE,2,SC_ITEM,70000,20000,500,SC_ITEM,,,0.1
188,EVENT_GRENADE_DOT_CHANCE_RANGE_R3,PERK_GRENADE_CRIT_RANGE,PERK_GRENADE_CRIT_RANGE,EVENT_PERK_GRENADE_CRIT_RANGE,PERK_GRENADE_DOT_CHANCE_R3,PERK_EVENT_GRENADE_RANGE_M_8,stats/stat_probability,items/perk_border_event_3,crew/crew_fisherman_iteminfo,items/item_grenade_1,GRENADE,3,SC_ITEM,550000,180000,10,HC,,,0.15
189,EVENT_GRENADE_DOT_CHANCE_RANGE_R4,PERK_GRENADE_CRIT_RANGE,PERK_GRENADE_CRIT_RANGE,EVENT_PERK_GRENADE_CRIT_RANGE,PERK_GRENADE_DOT_CHANCE_R4,PERK_EVENT_GRENADE_RANGE_M_10,stats/stat_probability,items/perk_border_event_4,crew/crew_fisherman_iteminfo,items/item_grenade_1,GRENADE,4,SC_ITEM,1500000,350000,25,HC,,,0.2
190,EVENT_GRENADE_DOT_CHANCE_RANGE_R5,PERK_GRENADE_CRIT_RANGE,PERK_GRENADE_CRIT_RANGE,EVENT_PERK_GRENADE_CRIT_RANGE,PERK_GRENADE_DOT_CHANCE_R4,PERK_EVENT_GRENADE_RANGE_M_12,stats/stat_probability,items/perk_border_event_5,crew/crew_fisherman_iteminfo,items/item_grenade_1,GRENADE,5,SC_ITEM,2800000,500000,100,HC,,,0.25
191,EVENT_CARRONADE_DAMAGE_ADD_RANGE_R2,PERK_NAME_CARRONADE_DAMAGE_RANGE,PERK_NAME_CARRONADE_DAMAGE_RANGE,EVENT_PERK_NAME_CARRONADE_DAMAGE_RANGE,PERK_CARRONADE_DAMAGE_ADD_R2,PERK_EVENT_CARRONADE_RANGE_M_5,stats/stat_damage,items/perk_border_event_2,crew/crew_sailor_iteminfo,items/item_carronade_1,CARRONADE,2,SC_ITEM,70000,20000,500,SC_ITEM,,,0.1
192,EVENT_CARRONADE_DAMAGE_ADD_RANGE_R3,PERK_NAME_CARRONADE_DAMAGE_RANGE,PERK_NAME_CARRONADE_DAMAGE_RANGE,EVENT_PERK_NAME_CARRONADE_DAMAGE_RANGE,PERK_CARRONADE_DAMAGE_ADD_R3,PERK_EVENT_CARRONADE_RANGE_M_8,stats/stat_damage,items/perk_border_event_3,crew/crew_sailor_iteminfo,items/item_carronade_1,CARRONADE,3,SC_ITEM,550000,180000,10,HC,,,0.15
193,EVENT_CARRONADE_DAMAGE_ADD_RANGE_R4,PERK_NAME_CARRONADE_DAMAGE_RANGE,PERK_NAME_CARRONADE_DAMAGE_RANGE,EVENT_PERK_NAME_CARRONADE_DAMAGE_RANGE,PERK_CARRONADE_DAMAGE_ADD_R4,PERK_EVENT_CARRONADE_RANGE_M_10,stats/stat_damage,items/perk_border_event_4,crew/crew_sailor_iteminfo,items/item_carronade_1,CARRONADE,4,SC_ITEM,1500000,350000,25,HC,,,0.2
194,EVENT_CARRONADE_DAMAGE_ADD_RANGE_R5,PERK_NAME_CARRONADE_DAMAGE_RANGE,PERK_NAME_CARRONADE_DAMAGE_RANGE,EVENT_PERK_NAME_CARRONADE_DAMAGE_RANGE,PERK_CARRONADE_DAMAGE_ADD_R4,PERK_EVENT_CARRONADE_RANGE_M_12,stats/stat_damage,items/perk_border_event_5,crew/crew_sailor_iteminfo,items/item_carronade_1,CARRONADE,5,SC_ITEM,2800000,500000,100,HC,,,0.25
195,EVENT_HEALING_INCREASE_COOLDOWN_R2,PERK_NAME_HEALING_BOOST_COOLDOWN,PERK_NAME_HEALING_BOOST_COOLDOWN,EVENT_PERK_NAME_HEALING_BOOST_COOLDOWN,PERK_HEALING_INCREASE_R2,PERK_EVENT_HEALING_COOLDOWN_2,stats/stat_heal,items/perk_border_event_2,crew/crew_carpenter_iteminfo,talents/healing,HEALING,2,SC_ITEM,70000,20000,500,SC_ITEM,,,0.1
196,EVENT_HEALING_INCREASE_COOLDOWN_R3,PERK_NAME_HEALING_BOOST_COOLDOWN,PERK_NAME_HEALING_BOOST_COOLDOWN,EVENT_PERK_NAME_HEALING_BOOST_COOLDOWN,PERK_HEALING_INCREASE_R3,PERK_EVENT_HEALING_COOLDOWN_4,stats/stat_heal,items/perk_border_event_3,crew/crew_carpenter_iteminfo,talents/healing,HEALING,3,SC_ITEM,550000,180000,10,HC,,,0.15
197,EVENT_HEALING_INCREASE_COOLDOWN_R4,PERK_NAME_HEALING_BOOST_COOLDOWN,PERK_NAME_HEALING_BOOST_COOLDOWN,EVENT_PERK_NAME_HEALING_BOOST_COOLDOWN,PERK_HEALING_INCREASE_R4,PERK_EVENT_HEALING_COOLDOWN_6,stats/stat_heal,items/perk_border_event_4,crew/crew_carpenter_iteminfo,talents/healing,HEALING,4,SC_ITEM,1500000,350000,25,HC,,,0.2
198,EVENT_HEALING_INCREASE_COOLDOWN_R5,PERK_NAME_HEALING_BOOST_COOLDOWN,PERK_NAME_HEALING_BOOST_COOLDOWN,EVENT_PERK_NAME_HEALING_BOOST_COOLDOWN,PERK_HEALING_INCREASE_R4,PERK_EVENT_HEALING_COOLDOWN_8,stats/stat_heal,items/perk_border_event_5,crew/crew_carpenter_iteminfo,talents/healing,HEALING,5,SC_ITEM,2800000,500000,100,HC,,,0.25
199,EVENT_CANNON_DAMAGE_PROC_FREEZE_R2,PERK_NAME_CANNON_DAMAGE_FROST_CHANCE,PERK_NAME_CANNON_DAMAGE_FROST_CHANCE,EVENT_PERK_NAME_CANNON_DAMAGE_FROST_CHANCE,PERK_CANNON_DAMAGE_R2,PERK_EVENT_CANNON_FREEZE_10,stats/stat_damage,items/perk_border_event_2,crew/crew_cannoneer_iteminfo,talents/cannons,CANNON,2,SC_ITEM,70000,20000,500,SC_ITEM,,,0.1
200,EVENT_CANNON_DAMAGE_PROC_FREEZE_R3,PERK_NAME_CANNON_DAMAGE_FROST_CHANCE,PERK_NAME_CANNON_DAMAGE_FROST_CHANCE,EVENT_PERK_NAME_CANNON_DAMAGE_FROST_CHANCE,PERK_CANNON_DAMAGE_R3,PERK_EVENT_CANNON_FREEZE_15,stats/stat_damage,items/perk_border_event_3,crew/crew_cannoneer_iteminfo,talents/cannons,CANNON,3,SC_ITEM,550000,180000,10,HC,,,0.15
201,EVENT_CANNON_DAMAGE_PROC_FREEZE_R4,PERK_NAME_CANNON_DAMAGE_FROST_CHANCE,PERK_NAME_CANNON_DAMAGE_FROST_CHANCE,EVENT_PERK_NAME_CANNON_DAMAGE_FROST_CHANCE,PERK_CANNON_DAMAGE_R4,PERK_EVENT_CANNON_FREEZE_20,stats/stat_damage,items/perk_border_event_4,crew/crew_cannoneer_iteminfo,talents/cannons,CANNON,4,SC_ITEM,1500000,350000,25,HC,,,0.2
202,EVENT_CANNON_DAMAGE_PROC_FREEZE_R5,PERK_NAME_CANNON_DAMAGE_FROST_CHANCE,PERK_NAME_CANNON_DAMAGE_FROST_CHANCE,EVENT_PERK_NAME_CANNON_DAMAGE_FROST_CHANCE,PERK_CANNON_DAMAGE_R4,PERK_EVENT_CANNON_FREEZE_25,stats/stat_damage,items/perk_border_event_5,crew/crew_cannoneer_iteminfo,talents/cannons,CANNON,5,SC_ITEM,2800000,500000,100,HC,,,0.25
203,EVENT_FREEZE_DURATION_COOLDOWN_R2,PERK_NAME_FROST_EFFECT_COOLDOWN,PERK_NAME_FROST_EFFECT_COOLDOWN,EVENT_PERK_NAME_FROST_EFFECT_COOLDOWN,PERK_FREEZE_DURATION_R2,PERK_EVENT_FREEZE_COOLDOWN_2,stats/stat_duration,items/perk_border_event_2,crew/crew_fisherman_iteminfo,talents/freeze_items,FREEZE,2,SC_ITEM,70000,20000,500,SC_ITEM,,,0.1
204,EVENT_FREEZE_DURATION_COOLDOWN_R3,PERK_NAME_FROST_EFFECT_COOLDOWN,PERK_NAME_FROST_EFFECT_COOLDOWN,EVENT_PERK_NAME_FROST_EFFECT_COOLDOWN,PERK_FREEZE_DURATION_R3,PERK_EVENT_FREEZE_COOLDOWN_4,stats/stat_duration,items/perk_border_event_3,crew/crew_fisherman_iteminfo,talents/freeze_items,FREEZE,3,SC_ITEM,550000,180000,10,HC,,,0.15
205,EVENT_FREEZE_DURATION_COOLDOWN_R4,PERK_NAME_FROST_EFFECT_COOLDOWN,PERK_NAME_FROST_EFFECT_COOLDOWN,EVENT_PERK_NAME_FROST_EFFECT_COOLDOWN,PERK_FREEZE_DURATION_R4,PERK_EVENT_FREEZE_COOLDOWN_6,stats/stat_duration,items/perk_border_event_4,crew/crew_fisherman_iteminfo,talents/freeze_items,FREEZE,4,SC_ITEM,1500000,350000,25,HC,,,0.2
206,EVENT_FREEZE_DURATION_COOLDOWN_R5,PERK_NAME_FROST_EFFECT_COOLDOWN,PERK_NAME_FROST_EFFECT_COOLDOWN,EVENT_PERK_NAME_FROST_EFFECT_COOLDOWN,PERK_FREEZE_DURATION_R4,PERK_EVENT_FREEZE_COOLDOWN_8,stats/stat_duration,items/perk_border_event_5,crew/crew_fisherman_iteminfo,talents/freeze_items,FREEZE,5,SC_ITEM,2800000,500000,100,HC,,,0.25
207,EVENT_OVERBOOST_DURATION_COOLDOWN_R2,PERK_NAME_OVERBOOST_DURATION_COOLDOWN,PERK_NAME_OVERBOOST_DURATION_COOLDOWN,EVENT_PERK_NAME_OVERBOOST_DURATION_COOLDOWN,PERK_OVERBOOST_DURATION_R2,PERK_EVENT_OVERBOOST_COOLDOWN_2,stats/stat_duration,items/perk_border_event_2,crew/crew_sailor_iteminfo,items/item_speed_1,OVERBOOST,2,SC_ITEM,70000,20000,500,SC_ITEM,,,0.1
208,EVENT_OVERBOOST_DURATION_COOLDOWN_R3,PERK_NAME_OVERBOOST_DURATION_COOLDOWN,PERK_NAME_OVERBOOST_DURATION_COOLDOWN,EVENT_PERK_NAME_OVERBOOST_DURATION_COOLDOWN,PERK_OVERBOOST_DURATION_R3,PERK_EVENT_OVERBOOST_COOLDOWN_4,stats/stat_duration,items/perk_border_event_3,crew/crew_sailor_iteminfo,items/item_speed_1,OVERBOOST,3,SC_ITEM,550000,180000,10,HC,,,0.15
209,EVENT_OVERBOOST_DURATION_COOLDOWN_R4,PERK_NAME_OVERBOOST_DURATION_COOLDOWN,PERK_NAME_OVERBOOST_DURATION_COOLDOWN,EVENT_PERK_NAME_OVERBOOST_DURATION_COOLDOWN,PERK_OVERBOOST_DURATION_R4,PERK_EVENT_OVERBOOST_COOLDOWN_6,stats/stat_duration,items/perk_border_event_4,crew/crew_sailor_iteminfo,items/item_speed_1,OVERBOOST,4,SC_ITEM,1500000,350000,25,HC,,,0.2
210,EVENT_OVERBOOST_DURATION_COOLDOWN_R5,PERK_NAME_OVERBOOST_DURATION_COOLDOWN,PERK_NAME_OVERBOOST_DURATION_COOLDOWN,EVENT_PERK_NAME_OVERBOOST_DURATION_COOLDOWN,PERK_OVERBOOST_DURATION_R4,PERK_EVENT_OVERBOOST_COOLDOWN_8,stats/stat_duration,items/perk_border_event_5,crew/crew_sailor_iteminfo,items/item_speed_1,OVERBOOST,5,SC_ITEM,2800000,500000,100,HC,,,0.25
211,EVENT_FIRE_DURATION_COOLDOWN_R2,PERK_NAME_FIRE_DURATION_COODLOWN,PERK_NAME_FIRE_DURATION_COODLOWN,EVENT_PERK_NAME_FIRE_DURATION_COODLOWN,PERK_FIRE_DURATION_R2,PERK_EVENT_FIRE_COOLDOWN_2,stats/stat_duration,items/perk_border_event_2,crew/crew_engineer_iteminfo,talents/fire_items,FIRE,2,SC_ITEM,70000,20000,500,SC_ITEM,,,0.1
212,EVENT_FIRE_DURATION_COOLDOWN_R3,PERK_NAME_FIRE_DURATION_COODLOWN,PERK_NAME_FIRE_DURATION_COODLOWN,EVENT_PERK_NAME_FIRE_DURATION_COODLOWN,PERK_FIRE_DURATION_R3,PERK_EVENT_FIRE_COOLDOWN_4,stats/stat_duration,items/perk_border_event_3,crew/crew_engineer_iteminfo,talents/fire_items,FIRE,3,SC_ITEM,550000,180000,10,HC,,,0.15
213,EVENT_FIRE_DURATION_COOLDOWN_R4,PERK_NAME_FIRE_DURATION_COODLOWN,PERK_NAME_FIRE_DURATION_COODLOWN,EVENT_PERK_NAME_FIRE_DURATION_COODLOWN,PERK_FIRE_DURATION_R4,PERK_EVENT_FIRE_COOLDOWN_6,stats/stat_duration,items/perk_border_event_4,crew/crew_engineer_iteminfo,talents/fire_items,FIRE,4,SC_ITEM,1500000,350000,25,HC,,,0.2
214,EVENT_FIRE_DURATION_COOLDOWN_R5,PERK_NAME_FIRE_DURATION_COODLOWN,PERK_NAME_FIRE_DURATION_COODLOWN,EVENT_PERK_NAME_FIRE_DURATION_COODLOWN,PERK_FIRE_DURATION_R4,PERK_EVENT_FIRE_COOLDOWN_8,stats/stat_duration,items/perk_border_event_5,crew/crew_engineer_iteminfo,talents/fire_items,FIRE,5,SC_ITEM,2800000,500000,100,HC,,,0.25
215,EVENT_MISSILE_DAMAGE_PROC_STUN_R2,PERK_NAME_MISSILE_DAMAGE_STUN,PERK_NAME_MISSILE_DAMAGE_STUN,EVENT_PERK_NAME_MISSILE_DAMAGE_STUN,PERK_MISSILE_DAMAGE_R2,PERK_EVENT_MISSILE_STUN_10,stats/stat_damage,items/perk_border_event_2,crew/crew_bomber_iteminfo,items/item_missile_1,MISSILE_LAUNCHERS,2,SC_ITEM,70000,20000,500,SC_ITEM,,,0.1
216,EVENT_MISSILE_DAMAGE_PROC_STUN_R3,PERK_NAME_MISSILE_DAMAGE_STUN,PERK_NAME_MISSILE_DAMAGE_STUN,EVENT_PERK_NAME_MISSILE_DAMAGE_STUN,PERK_MISSILE_DAMAGE_R3,PERK_EVENT_MISSILE_STUN_15,stats/stat_damage,items/perk_border_event_3,crew/crew_bomber_iteminfo,items/item_missile_1,MISSILE_LAUNCHERS,3,SC_ITEM,550000,180000,10,HC,,,0.15
217,EVENT_MISSILE_DAMAGE_PROC_STUN_R4,PERK_NAME_MISSILE_DAMAGE_STUN,PERK_NAME_MISSILE_DAMAGE_STUN,EVENT_PERK_NAME_MISSILE_DAMAGE_STUN,PERK_MISSILE_DAMAGE_R4,PERK_EVENT_MISSILE_STUN_20,stats/stat_damage,items/perk_border_event_4,crew/crew_bomber_iteminfo,items/item_missile_1,MISSILE_LAUNCHERS,4,SC_ITEM,1500000,350000,25,HC,,,0.2
218,EVENT_MISSILE_DAMAGE_PROC_STUN_R5,PERK_NAME_MISSILE_DAMAGE_STUN,PERK_NAME_MISSILE_DAMAGE_STUN,EVENT_PERK_NAME_MISSILE_DAMAGE_STUN,PERK_MISSILE_DAMAGE_R4,PERK_EVENT_MISSILE_STUN_25,stats/stat_damage,items/perk_border_event_5,crew/crew_bomber_iteminfo,items/item_missile_1,MISSILE_LAUNCHERS,5,SC_ITEM,2800000,500000,100,HC,,,0.25
219,EVENT_WEAPON_DAMAGE_SHIP_HP_R2,PERK_NAME_WEAPON_DAMAGE_HEALTH,PERK_NAME_WEAPON_DAMAGE_HEALTH,EVENT_PERK_NAME_WEAPON_DAMAGE_HEALTH,PERK_WEAPON_DAMAGE_R2,PERK_EVENT_WEAPON_DMG_SHIP_HP_20,stats/stat_damage,items/perk_border_event_2,crew/crew_mortarman_iteminfo,talents/weapons,WEAPON,2,SC_ITEM,70000,20000,500,SC_ITEM,,,0.1
220,EVENT_WEAPON_DAMAGE_SHIP_HP_R3,PERK_NAME_WEAPON_DAMAGE_HEALTH,PERK_NAME_WEAPON_DAMAGE_HEALTH,EVENT_PERK_NAME_WEAPON_DAMAGE_HEALTH,PERK_WEAPON_DAMAGE_R3,PERK_EVENT_WEAPON_DMG_SHIP_HP_40,stats/stat_damage,items/perk_border_event_3,crew/crew_mortarman_iteminfo,talents/weapons,WEAPON,3,SC_ITEM,550000,180000,10,HC,,,0.15
221,EVENT_WEAPON_DAMAGE_SHIP_HP_R4,PERK_NAME_WEAPON_DAMAGE_HEALTH,PERK_NAME_WEAPON_DAMAGE_HEALTH,EVENT_PERK_NAME_WEAPON_DAMAGE_HEALTH,PERK_WEAPON_DAMAGE_R4,PERK_EVENT_WEAPON_DMG_SHIP_HP_60,stats/stat_damage,items/perk_border_event_4,crew/crew_mortarman_iteminfo,talents/weapons,WEAPON,4,SC_ITEM,1500000,350000,25,HC,,,0.2
222,EVENT_WEAPON_DAMAGE_SHIP_HP_R5,PERK_NAME_WEAPON_DAMAGE_HEALTH,PERK_NAME_WEAPON_DAMAGE_HEALTH,EVENT_PERK_NAME_WEAPON_DAMAGE_HEALTH,PERK_WEAPON_DAMAGE_R4,PERK_EVENT_WEAPON_DMG_SHIP_HP_80,stats/stat_damage,items/perk_border_event_5,crew/crew_mortarman_iteminfo,talents/weapons,WEAPON,5,SC_ITEM,2800000,500000,100,HC,,,0.25
223,EVENT_REPAIR_BOX_COOLDOWN_CRIT_R2,PERK_NAME_REPAIR_BOX_COOLDOWN_CRIT,PERK_NAME_REPAIR_BOX_COOLDOWN_CRIT,EVENT_PERK_NAME_REPAIR_BOX_COOLDOWN_CRIT,PERK_HEALING_COOLDOWN_R2,PERK_EVENT_REPAIR_BOX_CRIT_1,stats/stat_cooldown,items/perk_border_event_2,crew/crew_carpenter_iteminfo,items/item_hp_pack_1,HEALTH_PACK,2,SC_ITEM,70000,20000,500,SC_ITEM,,,0.1
224,EVENT_REPAIR_BOX_COOLDOWN_CRIT_R3,PERK_NAME_REPAIR_BOX_COOLDOWN_CRIT,PERK_NAME_REPAIR_BOX_COOLDOWN_CRIT,EVENT_PERK_NAME_REPAIR_BOX_COOLDOWN_CRIT,PERK_HEALING_COOLDOWN_R3,PERK_EVENT_REPAIR_BOX_CRIT_2,stats/stat_cooldown,items/perk_border_event_3,crew/crew_carpenter_iteminfo,items/item_hp_pack_1,HEALTH_PACK,3,SC_ITEM,550000,180000,10,HC,,,0.15
225,EVENT_REPAIR_BOX_COOLDOWN_CRIT_R4,PERK_NAME_REPAIR_BOX_COOLDOWN_CRIT,PERK_NAME_REPAIR_BOX_COOLDOWN_CRIT,EVENT_PERK_NAME_REPAIR_BOX_COOLDOWN_CRIT,PERK_HEALING_COOLDOWN_R4,PERK_EVENT_REPAIR_BOX_CRIT_3,stats/stat_cooldown,items/perk_border_event_4,crew/crew_carpenter_iteminfo,items/item_hp_pack_1,HEALTH_PACK,4,SC_ITEM,1500000,350000,25,HC,,,0.2
226,EVENT_REPAIR_BOX_COOLDOWN_CRIT_R5,PERK_NAME_REPAIR_BOX_COOLDOWN_CRIT,PERK_NAME_REPAIR_BOX_COOLDOWN_CRIT,EVENT_PERK_NAME_REPAIR_BOX_COOLDOWN_CRIT,PERK_HEALING_COOLDOWN_R4,PERK_EVENT_REPAIR_BOX_CRIT_4,stats/stat_cooldown,items/perk_border_event_5,crew/crew_carpenter_iteminfo,items/item_hp_pack_1,HEALTH_PACK,5,SC_ITEM,2800000,500000,100,HC,,,0.25
227,EVENT_MORTAR_RANGE_COOLDOWN_R2,PERK_NAME_MORTAR_RANGE_COOLDOWN,PERK_NAME_MORTAR_RANGE_COOLDOWN,EVENT_PERK_NAME_MORTAR_RANGE_COOLDOWN,PERK_ITEM_RANGE_R2,PERK_EVENT_MORTAR_COOLDOWN_1,stats/stat_range,items/perk_border_event_2,crew/crew_fisherman_iteminfo,talents/items,MORTAR,2,SC_ITEM,70000,20000,500,SC_ITEM,,,0.1
